Arm,Type,Normal tissue expression,Num PPIs,Num elevated PPIs,Num tissue-specific PPIs,Differential PPIs,Gene eQTL,Paralogs compensation,Process activity,Development variations,Fetus development,Childhood development,Young development,TCGA expression,CRISPR essentiality score,RNAI essentiality score,Tumor suppressor gene density,Oncogene density,Tissue-specific gene density,Essential gene density (CRISPR),Essential gene density (Nichols),Label
20q,TGCT,0.9999938745376388,3.4597168586348914,3.031058484350312,5.115669122430127,0.19971099999999994,1.2725820874467675,-5.990676405929213,1.9603990616359535,2.2677868380553634,2.064845473198493,2.041241452319315,2.041241452319315,0.31836828599760375,,,0.002890173,0.01734104,3.1368956146967255,,0.12140575079872204,0
20q,THYM,0.1713000097925967,1.2946639272304168,0.2951705926205038,1.2912883224978078,0.06590025000000001,0.4294436718754967,-1.960355698541452,0.7727093315625,,,,,0.6256757590238229,2.536511866520864,,0.002890173,0.01734104,-0.5326803874013307,0.6285977251199548,0.12140575079872204,0
20q,UCEC,0.5510271528741032,1.0886621079036352,0.0253184841770916,0.8705149382958676,0.13103375,2.28304119586645,-3.4485076873680174,0.19224621132065575,,,,,0.48797705506102607,1.462618207327549,1.6349958166243772,0.002890173,0.01734104,-0.7224860426822647,-0.6832583968695145,0.12140575079872204,1
20q,UCS,0.5510271528741032,1.0886621079036352,0.0253184841770916,0.8705149382958676,0.13103375,2.28304119586645,-3.4485076873680174,0.19224621132065575,,,,,0.6649319420960618,1.462618207327549,1.6349958166243772,0.002890173,0.01734104,-0.7224860426822647,-0.6832583968695145,0.12140575079872204,1
1q,ACC,0.1815728795403304,1.789087677061193,2.126665594563724,2.0834487911064317,,1.662394541699009,-3.1351081692460987,,,,,,0.2331334639049112,,,0.008667389,0.01191766,-0.20638666466583677,,0.0803357314148681,0
1q,BLCA,0.5407512287959867,1.1652706331587634,0.7995989812358872,0.7002103339218239,,,-2.2672835257484776,,,,,,0.6507515622305897,1.6462580452877171,2.4369669910773784,0.008667389,0.01191766,-0.8080056582306269,-0.3376687575981451,0.0803357314148681,1
1q,BRCA,0.5047356402224552,1.7164489767968905,0.4679439332768579,1.1165180097627898,0.122388,1.9201767063800372,-1.2196521336322605,0.5105604014,,,,,0.1521647463354076,1.368625849396743,1.402679274334241,0.008667389,0.01191766,-0.7154488899898899,-0.505143692956634,0.0803357314148681,1
1q,CESC,0.19652983539813818,1.3655538625365722,0.280891372869906,0.9287747889309038,,,-2.5588311550293144,,,,,,0.22685310783155058,,,0.008667389,0.01191766,-0.7154488899898899,,0.0803357314148681,1
1q,COAD,0.30588397511112014,1.5916934830542568,0.7777316539626442,1.5749069747692748,0.099997,1.3433339839967664,-1.3485503801132621,0.62420331375,,,,,0.3557086250613696,1.6260627814525443,1.5752760727544604,0.008667389,0.01191766,-0.5187657574783239,-0.002718886881169389,0.0803357314148681,1
1q,ESCA,0.3910995286751371,1.2734115381338138,0.827705123085867,0.28675240809191205,0.083136,0.7835929586823125,-1.1370364621288773,0.4971783541,,,,,0.756948992591857,1.2904087471288976,1.2246950256671087,0.008667389,0.01191766,-0.5071961614482318,-0.505143692956634,0.0803357314148681,1
1q,GBM,0.003088743450745524,1.6583123951777,1.7012476848606752,1.8992375361302096,0.10640199999999994,1.7654762389578558,-1.9520896002828085,1.9906781044017094,2.0367486021025583,1.8553770484730272,2.0048024176038384,1.923477693677451,0.9714872340103958,,,0.008667389,0.01191766,-0.18324747260565255,,0.0803357314148681,1
1q,KICH,0.17555810691922055,1.8890924913739318,1.2634750487012072,2.4719337336146854,,,-2.2885634672155537,,1.7165382031495675,1.962525761058922,1.915160960595433,2.0056268170577503,0.15853978795082146,1.7637642393137694,1.8394025872842663,0.008667389,0.01191766,-0.32208262496675794,-0.002718886881169389,0.0803357314148681,-1
1q,KIRC,0.17555810691922055,1.8890924913739318,1.2634750487012072,2.4719337336146854,,,-2.2885634672155537,,1.7165382031495675,1.962525761058922,1.915160960595433,2.0056268170577503,0.34629858817325854,1.7637642393137694,1.8394025872842663,0.008667389,0.01191766,-0.32208262496675794,-0.002718886881169389,0.0803357314148681,0
1q,KIRP,0.17555810691922055,1.8890924913739318,1.2634750487012072,2.4719337336146854,,,-2.2885634672155537,,1.7165382031495675,1.962525761058922,1.915160960595433,2.0056268170577503,0.17001107272492783,1.7637642393137694,1.8394025872842663,0.008667389,0.01191766,-0.32208262496675794,-0.002718886881169389,0.0803357314148681,0
1q,LAML,0.9047713132353326,1.7888543819998337,4.321085816072486,3.9035631003032063,0.169304,1.2246035590613191,-6.810458750678223,3.670888229786221,,,,,0.8520251842841624,1.463093069277987,1.7545540730931957,0.008667389,0.01191766,3.009961031699771,0.667180854552784,0.0803357314148681,0
