type,value
out group,10.08
out group,10.61
out group,9.1
out group,11.22
out group,11.83
out group,10.86
out group,11.47
out group,11.31
out group,11.93
out group,10.85
out group,10.69
out group,11.94
out group,9.61
out group,11.35
out group,10.5
out group,11.92
out group,10.21
out group,10.94
out group,10.42
out group,10.53
out group,10.61
out group,11.14
out group,12.09
out group,11.58
out group,12.85
out group,11.78
out group,11.71
out group,11.3
out group,11.58
out group,11.53
out group,10.28
out group,11.92
out group,12.03
out group,11.32
out group,12.37
out group,10.83
out group,11.28
out group,10.63
out group,10.49
out group,12.87
out group,12.26
out group,11.61
out group,11.78
out group,11.93
out group,9.86
out group,9.85
out group,10.37
out group,11.55
out group,10.25
out group,10.55
out group,11.03
out group,10.74
out group,10.52
out group,10.84
out group,10.35
out group,11.3
out group,12.81
out group,11.58
out group,10.42
out group,12.09
out group,11.76
out group,10.69
out group,11.52
out group,10.92
out group,12.34
out group,9.75
out group,10.98
out group,11.26
out group,10.59
out group,10.73
out group,10.4
out group,10.25
out group,12.15
out group,11.83
out group,11
out group,11.14
out group,10.06
out group,11.18
out group,12.39
out group,11.6
out group,10.12
out group,11.16
out group,10.35
out group,11.25
out group,11.09
out group,10.9
out group,10.43
out group,11.29
out group,12.37
out group,10.39
out group,10.64
out group,9.57
out group,10.83
out group,9.43
out group,10.67
out group,12.29
out group,11.04
out group,11.32
out group,10.98
out group,10.73
out group,10.46
out group,13.05
out group,12.14
out group,11.57
out group,12.6
out group,11.37
out group,11
out group,11.53
out group,10.49
out group,10.28
out group,11.24
out group,11.35
out group,12.4
out group,10.59
out group,9.66
out group,11.21
out group,10.25
out group,11.08
out group,12.5
out group,11.39
out group,10.99
out group,11.52
out group,11.57
out group,9.71
out group,11.6
out group,10.96
out group,9.83
out group,11.42
out group,11.65
out group,11.56
out group,10.97
out group,11.98
out group,12.27
out group,11.86
out group,10.46
out group,11.42
out group,12.28
out group,12.2
out group,12.21
out group,10.81
out group,10.78
out group,11.87
out group,10.36
out group,11.24
out group,10.78
out group,12.81
out group,12.27
out group,9.75
out group,11.85
out group,9.54
out group,10.95
out group,11.23
out group,9.67
out group,9.43
out group,10.76
out group,10.7
out group,11.72
out group,11.27
out group,11.61
out group,10.84
out group,10.79
out group,13.56
out group,11.38
out group,9.94
out group,10.65
out group,10.23
out group,10.29
out group,10.51
out group,11.31
out group,10.08
out group,10.38
out group,9.44
out group,11.23
out group,10.03
out group,10.73
out group,11.33
out group,14.17
out group,11.25
out group,12.69
out group,12.15
out group,9.76
out group,12
out group,10.91
out group,10.91
out group,10.98
out group,12.19
out group,11.73
out group,12.72
out group,12.72
out group,12.44
out group,12.02
out group,11.7
out group,12.75
out group,11.78
out group,11.88
out group,11.66
out group,10.99
out group,11.54
out group,10.44
out group,12.16
out group,11.2
out group,12.99
out group,12.31
out group,10.22
out group,12.84
out group,10.72
out group,12.78
out group,11.4
out group,12.77
out group,11.54
out group,9.49
out group,10.43
out group,10.65
out group,11.83
out group,12
out group,11.89
out group,11.25
out group,11.3
out group,12.2
out group,11.19
out group,10.66
out group,10.5
out group,10.96
out group,12.05
out group,9.54
out group,10.53
out group,11.8
out group,10.64
out group,10.32
out group,12.19
out group,11.73
out group,11.01
out group,10.29
out group,10.93
out group,11.14
out group,11.33
out group,10.13
out group,11.49
out group,8.78
out group,11.54
out group,13.02
out group,11.07
out group,9.95
out group,9.47
out group,11.24
out group,11.11
out group,11.5
out group,10.27
out group,8.9
out group,10.27
out group,10.33
out group,11.12
out group,10.38
out group,11.72
out group,9.98
out group,10.43
out group,11.22
out group,10.32
out group,11.56
out group,10.41
out group,11.06
out group,10.6
out group,11.26
out group,10.55
out group,11.2
out group,11.4
out group,9.84
out group,12.15
out group,11.65
out group,12.26
out group,11.19
out group,10.41
out group,10.27
out group,9.3
out group,11.32
out group,11.31
out group,11.8
out group,11.79
out group,11.11
out group,10.25
out group,10.99
out group,10.65
out group,11.38
out group,12.32
out group,11.02
out group,10.51
out group,12.25
out group,12.15
out group,10.51
out group,10.14
out group,9.3
out group,11.91
out group,10.3
out group,9.85
out group,11.3
out group,12.75
out group,13.09
out group,11.02
out group,10.94
out group,11.23
out group,12.13
out group,12.33
out group,11.22
out group,11.07
out group,11.46
out group,11.37
out group,11.58
out group,11.17
out group,10.25
out group,10.23
out group,10.62
out group,8.26
out group,10.29
out group,10.42
out group,10.44
out group,12.17
out group,12.32
out group,9.66
out group,10.64
out group,10.99
out group,11.38
out group,9.88
out group,10.3
out group,11.95
out group,10.15
out group,11.2
out group,11.38
out group,11.1
out group,11.54
out group,10.87
out group,9.52
out group,10.44
out group,11.4
out group,9.8
out group,11.11
out group,11.94
out group,10.36
out group,10.2
out group,10.2
out group,11.62
out group,12.31
out group,10.38
out group,10.7
out group,11.48
out group,10.36
out group,9.91
out group,10.61
out group,11.58
out group,10.11
out group,10.48
out group,12.27
out group,11.09
out group,9.43
out group,10.97
out group,12.23
out group,10.65
out group,9.61
out group,10.99
out group,11.44
out group,11.6
out group,7.52
out group,11.74
out group,11.2
out group,12.3
out group,9.32
out group,11.12
out group,11.38
out group,10.08
out group,11.25
out group,9.51
out group,10.25
out group,10.47
out group,8.81
out group,9.82
out group,8.21
out group,10.35
out group,8.76
out group,9.92
out group,9.53
out group,10.33
out group,11.57
out group,8.49
out group,7.18
out group,10.07
out group,9.32
out group,10.37
out group,8.59
out group,11.66
out group,10.81
out group,8.15
out group,8.22
out group,11.75
out group,10.04
out group,9.94
out group,10.49
out group,8.67
out group,9.43
out group,10.71
out group,9.98
out group,6.3
out group,10.41
out group,8.51
out group,10.22
out group,8.84
out group,9.8
out group,9.19
out group,10.86
out group,10.27
out group,9.09
out group,9.91
out group,9.35
out group,6.32
out group,10.37
out group,10.12
out group,8.7
out group,9.72
out group,8.78
out group,7.19
out group,9.7
out group,9.61
out group,9.29
out group,8.06
out group,10.09
out group,10.96
out group,11.06
out group,9.73
out group,9.61
out group,8.63
out group,9.18
out group,11.23
out group,11.82
out group,9.26
out group,9.68
out group,8.96
out group,10.08
out group,10.19
out group,10.64
out group,11.02
out group,9.5
out group,9.27
out group,8.68
out group,9.99
out group,9.09
out group,10.21
out group,10.4
out group,9.42
out group,9.29
out group,8.55
out group,10.71
out group,10.11
out group,9.04
out group,9.58
out group,9.68
out group,11.18
out group,9.94
out group,9.97
out group,10.46
out group,8.45
out group,4.2
out group,6.56
out group,4.61
out group,6.39
out group,6.94
out group,6.11
out group,7.23
out group,4.85
out group,6.41
out group,5.66
out group,4.86
out group,7.19
out group,5.35
out group,7.18
out group,6.24
out group,5.57
out group,5.95
out group,8.41
out group,5.56
out group,4.19
out group,5.89
out group,6.43
out group,3.98
out group,5.99
out group,3.18
out group,3.41
out group,6.38
out group,7.99
out group,7.11
out group,6.27
out group,7.43
out group,6.52
out group,4.17
out group,4.26
out group,6.24
out group,6.77
out group,6.83
out group,5.7
out group,6.42
out group,6.52
out group,6.37
out group,6.47
out group,7.83
out group,7.69
out group,6.82
out group,6.11
out group,4.39
out group,7.3
out group,5.92
out group,5.8
out group,4.19
out group,4.03
out group,6.37
out group,5.6
out group,4.82
out group,5.29
out group,7.5
out group,4.48
out group,6.34
out group,7.74
out group,7.82
out group,5.47
out group,5.41
out group,8.46
out group,8.11
out group,4.94
out group,5.13
out group,3.93
out group,5.53
out group,4.13
out group,4.3
out group,5.98
out group,7.08
out group,3.98
out group,5.47
out group,6.15
out group,8.02
out group,5.2
out group,6.36
out group,4.63
out group,5.36
out group,8.64
out group,8.53
out group,4.31
out group,4.35
out group,3.63
out group,4.41
out group,7.25
out group,4.54
out group,5.81
out group,7.39
out group,5.25
out group,4.5
out group,5.9
out group,5.38
out group,5.69
out group,8.31
out group,6.31
out group,7.04
out group,4.38
out group,4.16
out group,5.9
out group,5.82
out group,5
out group,7.15
out group,6.35
out group,5.11
out group,5.19
out group,6.17
out group,4.95
out group,8.56
out group,3.62
out group,6.26
out group,7.03
out group,5.13
out group,6.73
out group,6.89
out group,7.06
out group,7.02
out group,9.07
out group,7.41
out group,6.54
out group,5.54
out group,5.94
out group,6.45
out group,1.75
out group,8.77
out group,6.84
out group,6.32
out group,6.19
out group,4.34
out group,4.76
out group,7.47
out group,5.53
out group,5.97
out group,7.6
out group,5.29
out group,7.15
out group,6.29
out group,6.74
out group,4.79
out group,5.44
out group,5.06
out group,7.1
out group,7.33
out group,7.6
out group,5.21
out group,5.63
out group,6.93
out group,5.43
out group,8.85
out group,5.93
out group,3.83
out group,6.72
out group,6.04
out group,6.09
out group,7.46
out group,5.8
out group,6.02
out group,6.39
out group,4.92
out group,6.18
out group,4.73
out group,4.02
out group,5.18
out group,3.94
out group,6.66
out group,4.17
out group,5.18
out group,5.56
out group,7.79
out group,3.13
out group,4.13
out group,6.25
out group,5.25
out group,7.41
out group,6.6
out group,3.47
out group,6.75
out group,5.28
out group,5.39
out group,7.42
out group,6.16
out group,4.41
out group,6.18
out group,6.77
out group,6.02
out group,7.08
out group,8.42
out group,7.02
out group,8.85
out group,7.99
out group,7.28
out group,7.74
out group,9.04
out group,8.36
out group,8.13
out group,11.01
out group,10.97
out group,9.33
out group,9.57
out group,9.4
out group,8.98
out group,8.23
out group,9.48
out group,11.08
out group,9.95
out group,10.38
out group,10.79
out group,9.64
out group,8.5
out group,10.28
out group,6.39
out group,9.6
out group,10.24
out group,10.59
out group,9.33
out group,12.25
out group,10.64
out group,9.14
out group,9.65
out group,9.99
out group,8.24
out group,9.97
out group,10.96
out group,10.42
out group,9.23
out group,8.37
out group,10.93
out group,9.79
out group,10.51
out group,8.07
out group,8.62
out group,9.22
out group,4.19
out group,9.82
out group,9.07
out group,8.38
out group,7.42
out group,6.26
out group,6.98
out group,9.64
out group,8.29
out group,5.2
out group,6.52
out group,5.93
out group,7.91
out group,9.4
out group,10.16
out group,6.67
out group,9.87
out group,10.86
out group,9.64
out group,9.29
out group,7.16
out group,10.05
out group,10.45
out group,7.56
out group,11.48
out group,9.71
out group,12.82
out group,9.86
out group,8.94
out group,8.14
out group,8.72
out group,10.71
out group,10.58
out group,10.69
out group,8.7
out group,8.35
out group,9.93
out group,10.76
out group,8.32
out group,6.52
out group,9.28
out group,9.16
out group,8.02
out group,5.82
out group,7.11
out group,6.5
out group,9.1
out group,10.25
out group,6.18
out group,9.13
out group,9.77
out group,10.76
out group,11.61
out group,10.53
out group,9.18
out group,9.5
out group,8.53
out group,9.45
out group,6.68
out group,7.17
out group,10.19
out group,5.91
out group,7.84
out group,8.68
out group,11.05
out group,6.28
out group,8.66
out group,6.89
out group,4.34
out group,9.08
out group,9.52
out group,6.47
out group,5.86
out group,7.79
out group,7.82
out group,9.54
out group,6.5
out group,9.52
out group,8.13
out group,8.46
out group,7.91
out group,8.35
out group,10.11
out group,9.02
out group,6.5
out group,8.9
out group,6.83
out group,6.8
out group,9.99
out group,9.44
out group,6.8
out group,9.37
out group,9.2
out group,5.46
out group,8.14
out group,10.21
out group,6.32
out group,7.13
out group,8.76
out group,9.44
out group,10.05
out group,6.48
out group,8.86
out group,7.28
out group,9.38
out group,8.75
out group,10.13
out group,6.3
out group,8.67
out group,7.01
out group,6.17
out group,5.96
out group,7.84
out group,7.26
out group,5.66
out group,4.21
out group,6.44
out group,7.97
out group,7.99
out group,8.04
out group,8.42
out group,3.83
out group,7.2
out group,5.41
out group,6.66
out group,5.78
out group,6.43
out group,7.18
out group,7.89
out group,8.53
out group,9.28
out group,6.16
out group,5.95
out group,9.41
out group,6.57
out group,4.6
out group,7.4
out group,8.31
out group,6.38
out group,8.13
out group,6.25
out group,9.69
out group,7.63
out group,8.44
out group,8.07
out group,9.7
out group,7.14
out group,5.92
out group,8.11
out group,7.66
out group,7.99
out group,5.26
out group,9.01
out group,4.77
out group,7.14
out group,4.5
out group,8.51
out group,7.39
out group,7.83
out group,3.38
out group,7.26
out group,7.43
out group,5.62
out group,4.89
out group,8.38
out group,9.9
out group,6.13
out group,7.57
out group,4.96
out group,9.83
out group,5.97
out group,7.75
out group,11.14
out group,6.81
out group,4.84
out group,7.8
out group,6.84
out group,8.78
out group,4.94
out group,3.79
out group,6.27
out group,6.7
out group,9.26
out group,8.26
out group,6.1
out group,9.31
out group,4.33
out group,6.61
out group,9.04
out group,8.59
out group,11.17
out group,10.14
out group,11.48
out group,10.3
out group,8.1
out group,11.77
out group,8.62
out group,8.18
out group,9.94
out group,6.09
out group,9.26
out group,10.26
out group,12.18
out group,12.23
out group,10.36
out group,7.77
out group,8.91
out group,6.02
out group,8.35
out group,8.99
out group,9.79
out group,9
out group,8.73
out group,11.48
out group,13.24
out group,8.6
out group,8.68
out group,10.04
out group,6.76
out group,8.77
out group,7.84
out group,8.9
out group,9.04
out group,8.72
out group,8.36
out group,8.12
out group,8.67
out group,7.3
out group,8.69
out group,5.43
out group,9.28
out group,6.98
out group,8.68
out group,10.41
out group,11.73
out group,8.31
out group,9.33
out group,8.44
out group,8.91
out group,7.46
out group,7.38
out group,10.46
out group,8.79
out group,8.83
out group,9.65
out group,10.89
out group,7.7
out group,10.76
out group,11.13
out group,8.12
out group,10.41
out group,6.58
out group,10.49
out group,10.29
out group,11.25
out group,9.73
out group,9.97
out group,11.62
out group,9.52
out group,9.82
out group,10.62
out group,10.25
out group,9.47
out group,10.81
out group,11.55
out group,12.47
out group,8.75
out group,12.54
out group,11.49
out group,10.92
out group,9.62
out group,10.39
out group,8.88
out group,6.98
out group,9.12
out group,8.1
out group,11.19
out group,9.13
out group,11.52
out group,10.81
out group,7.61
out group,9.98
out group,7.24
out group,9.02
out group,11.36
out group,10.15
out group,11.8
out group,10.86
out group,9.34
out group,8.38
out group,11.02
out group,10.4
out group,9.76
out group,11.23
out group,7.77
out group,11.59
out group,11.06
out group,11.9
out group,10.42
out group,10.92
out group,7.98
out group,8.17
out group,11.49
out group,8.92
out group,12.94
out group,11.8
out group,10.41
out group,6.82
out group,8.67
out group,12.95
out group,7.33
out group,11.28
out group,8.56
out group,11.72
out group,13.57
out group,9.37
out group,12.53
out group,9.76
out group,9.59
out group,5.74
out group,11.67
out group,5.46
out group,8.95
out group,10.91
out group,6.18
out group,6.08
out group,7.65
out group,11.07
out group,10.34
out group,8.58
out group,7.79
out group,13.07
out group,8.59
out group,9.21
out group,11.65
out group,7.78
out group,10.57
out group,6.66
out group,11.55
out group,9.82
out group,6.33
out group,8.19
out group,7.16
out group,8.14
out group,9.63
out group,10.4
out group,11.14
out group,11.55
out group,10.4
out group,11.51
out group,5.89
out group,11.77
out group,10.48
out group,10.26
out group,9.32
out group,8.08
out group,13.55
out group,14.37
out group,13.98
out group,12.56
out group,12.18
out group,13.14
out group,10.37
out group,8.33
out group,11.54
out group,9.08
out group,9.45
out group,10.98
out group,7.6
out group,8.67
out group,8.25
out group,8.1
out group,8.95
out group,10.04
out group,9.78
out group,11.6
out group,9.6
out group,9.75
out group,9.78
out group,11.34
out group,9.7
out group,9.21
out group,11.21
out group,10.44
out group,9.65
out group,9.4
out group,9.88
out group,7.69
out group,9.31
out group,8.81
out group,9.81
out group,9.47
out group,9.04
out group,10.12
out group,9.96
out group,13.31
out group,13.18
out group,13.1
out group,13.22
out group,12.88
out group,13.67
out group,11.39
out group,13.27
out group,13.09
out group,12.41
out group,12.75
out group,12.55
out group,13.04
out group,14.62
out group,13.39
out group,12.35
out group,12.54
out group,12.74
out group,11.46
out group,13.44
out group,13.27
out group,12.74
out group,12.86
out group,13.92
out group,13.71
out group,13.4
out group,13.64
out group,11.62
out group,13.2
out group,13.73
out group,12.61
out group,13.33
out group,12.93
out group,13.28
out group,12.26
out group,13.43
out group,12.61
out group,12.71
out group,13.78
out group,12.55
out group,13.26
out group,13.47
out group,12.8
out group,13.05
out group,13.66
out group,13.45
out group,12.7
out group,12.99
out group,13.02
out group,13.31
out group,13.67
out group,13.2
out group,12.06
out group,13.88
out group,13.05
out group,14.55
out group,7.82
out group,12.37
out group,13.02
out group,12.36
out group,13.53
out group,12.33
out group,13.27
out group,12.71
out group,13.41
out group,12.95
out group,13.96
out group,11.92
out group,13.41
out group,12.42
out group,12.86
out group,13.31
out group,13.02
out group,12.89
out group,14.02
out group,12.15
out group,11.87
out group,12.98
out group,12.36
out group,13.31
out group,12.99
out group,12.95
out group,13.46
out group,13.45
out group,13.84
out group,13.67
out group,13.23
out group,13.54
out group,13.14
out group,13
out group,12.98
out group,13.4
out group,13.09
out group,13.23
out group,13.8
out group,14.01
out group,13.3
out group,12.73
out group,12.5
out group,13.61
out group,13.45
out group,13.1
out group,12.63
out group,13.46
out group,13.15
out group,13.21
out group,14.08
out group,13.23
out group,13.79
out group,13.43
out group,12.55
out group,12.47
out group,12.92
out group,13.06
out group,13.04
out group,12.75
out group,13.67
out group,10.18
out group,12.15
out group,12.82
out group,13.25
out group,13.09
out group,13.16
out group,12.15
out group,13.16
out group,13.22
out group,12.21
out group,13.35
out group,13.24
out group,13.31
out group,12.99
out group,12.74
out group,12.46
out group,13.35
out group,12.78
out group,13.3
out group,13.37
out group,13.67
out group,13.16
out group,12.17
out group,13.25
out group,11.72
out group,13.23
out group,11.95
out group,12.09
out group,13.26
out group,12.23
out group,12.53
out group,13
out group,13.38
out group,13.67
out group,12.48
out group,12.56
out group,13.33
out group,13.41
out group,12.39
out group,12.77
out group,12.6
out group,13.42
out group,11.99
out group,12.12
out group,13.6
out group,13.08
out group,11.35
out group,13.53
out group,12.66
out group,12.77
out group,11.93
out group,8.62
out group,9.83
out group,10.76
out group,10.67
out group,11.17
out group,11.49
out group,11.02
out group,11.08
out group,11.8
out group,10.33
out group,9.88
out group,11.17
out group,10.31
out group,11.38
out group,11.55
out group,11.3
out group,12
out group,11.78
out group,12.41
out group,9.72
out group,12.19
out group,11.21
out group,11.98
out group,10.62
out group,12.25
out group,11.97
out group,11.35
out group,11.99
out group,9.75
out group,11.76
out group,11.57
out group,9.54
out group,11.98
out group,12.04
out group,10.15
out group,11.02
out group,11.85
out group,10.97
out group,11.24
out group,10.6
out group,11.53
out group,11.92
out group,11.93
out group,11.09
out group,10.32
out group,8.72
out group,10.61
out group,12.12
out group,10.64
out group,11.38
out group,10.57
out group,11.33
out group,10.02
out group,11.24
out group,12.19
out group,12.39
out group,12.89
out group,10.46
out group,9.77
out group,10.62
out group,11.6
out group,10.76
out group,10.85
out group,11.63
out group,12.73
out group,11.41
out group,10.91
out group,11.4
out group,11.56
out group,12.83
out group,12.54
out group,11.71
out group,11.9
out group,13
out group,12.32
out group,11.69
out group,11.23
out group,11.33
out group,5.79
out group,11.96
out group,11.36
out group,12.26
out group,10.53
out group,11.14
out group,10.2
out group,10.55
out group,13.56
out group,10.77
out group,12.38
out group,10.43
out group,9.91
out group,12.29
out group,10.93
out group,11.63
out group,12.08
out group,11.78
out group,10.84
out group,12.55
out group,10.88
out group,11.32
out group,11.9
out group,11.25
out group,9.82
out group,11.31
out group,11
out group,10.29
out group,11.94
out group,11.58
out group,11.84
out group,11.25
out group,12.08
out group,10.77
out group,10.1
out group,11.58
out group,11.97
out group,11.39
out group,12.86
out group,10.21
out group,12.32
out group,11.28
out group,6.21
out group,10.47
out group,13.24
out group,11.25
out group,12.68
out group,12.71
out group,10.67
out group,11.98
out group,11.47
out group,10.7
out group,11.27
out group,12.28
out group,11.67
out group,12.71
out group,11.95
out group,12.49
out group,11.27
out group,7.72
out group,10.29
out group,10.93
out group,12.86
out group,12.25
out group,11.2
out group,9.55
out group,11.74
out group,11.63
out group,11.99
out group,12.72
out group,10.2
out group,11.8
out group,11.91
out group,10.9
out group,11.19
out group,11.48
out group,10.95
out group,11.39
out group,11.74
out group,11.18
out group,12.3
out group,11.33
out group,11.6
out group,8.93
out group,9.93
out group,11.53
out group,11.46
out group,11.96
out group,12.24
out group,11.5
out group,11.58
out group,11.78
out group,10.06
out group,11.97
out group,11.28
out group,10.72
out group,11.33
out group,11.54
out group,11.2
out group,11
out group,10.69
out group,12.28
out group,11.43
out group,12.05
out group,9.95
out group,11.24
out group,10.39
out group,10.53
out group,11.39
out group,12.17
out group,10.87
out group,11.99
out group,11.96
out group,11.82
out group,10.04
out group,11
out group,10.55
out group,11.86
out group,10.68
out group,10.6
out group,10.9
out group,10.39
out group,10.32
out group,9.21
out group,11.53
out group,9.68
out group,11.9
out group,9.7
out group,12.18
out group,10.67
out group,7.39
out group,12.45
out group,9.89
out group,8.75
out group,7.89
out group,11.7
out group,11.9
out group,11.66
out group,12.18
out group,11.64
out group,12.04
out group,13.18
out group,9
out group,11.33
out group,12.3
out group,11.3
out group,11.79
out group,12.16
out group,11.2
out group,10.54
out group,10.33
out group,11.02
out group,11.58
out group,12.03
out group,11.1
out group,12.16
out group,12.44
out group,10.81
out group,12.19
out group,12.1
out group,11.08
out group,11.79
out group,10.3
out group,11.9
out group,10.09
out group,11.15
out group,12.34
out group,13.01
out group,11.82
out group,11.39
out group,11.3
out group,13.25
out group,12.95
out group,12.09
out group,11.87
out group,11.03
out group,10.95
out group,11.53
out group,12.11
out group,11.15
out group,13.05
out group,11.42
out group,9.76
out group,12.12
out group,12.26
out group,11.85
out group,11.9
out group,11.77
out group,10.97
out group,12.9
out group,8.44
out group,11.76
out group,10.28
out group,11.21
out group,11.72
out group,10.17
out group,11.07
out group,9.9
out group,9.27
out group,11.82
out group,11.93
out group,10.98
out group,9.71
out group,11.59
out group,11.22
out group,9.59
out group,10.48
out group,11.56
out group,11.66
out group,10.21
out group,10.32
out group,11.96
out group,8.96
out group,10.78
out group,11.3
out group,10.04
out group,11.27
out group,11.56
out group,11.67
out group,11.56
out group,11.44
out group,11.47
out group,11.85
out group,12.62
out group,10.28
out group,12.33
out group,12.73
out group,10.53
out group,9.59
out group,10.66
out group,12.52
out group,12.75
out group,13.03
out group,11.28
out group,10.88
out group,11.67
out group,10.2
out group,8.01
out group,10.96
out group,10.55
out group,10.33
out group,7.55
out group,11.95
out group,12.22
out group,11.26
out group,11.8
out group,11.85
out group,10.53
out group,11.36
out group,12.87
out group,12.64
out group,11.19
out group,9.36
out group,12.5
out group,11.68
out group,11.83
out group,12.07
out group,11.7
out group,10.9
out group,11.52
out group,9.3
out group,9.45
out group,11.71
out group,10.54
out group,12.28
out group,9.51
out group,10.72
out group,11.46
out group,12.41
out group,11.11
out group,10.79
out group,12.71
out group,6.01
out group,11.66
out group,11.98
out group,12.59
out group,10.85
out group,11.64
out group,7.03
out group,11.64
out group,10.68
out group,11.6
out group,11.58
out group,11.26
out group,12.2
out group,10.73
out group,13.22
out group,12.89
out group,12.31
out group,12.95
out group,12.12
out group,13.97
out group,12.52
out group,12.94
out group,13.33
out group,13.26
out group,12.73
out group,12.79
out group,12.78
out group,12.92
out group,12.41
out group,12.21
out group,13.19
out group,12.85
out group,13.18
out group,12.84
out group,12.01
out group,12.24
out group,12.88
out group,11.75
out group,13.45
out group,12.98
out group,12.03
out group,12.22
out group,12.87
out group,11.33
out group,12.83
out group,13.12
out group,12.87
out group,12.29
out group,14.33
out group,13.1
out group,13.75
out group,11.96
out group,12.44
out group,13.77
out group,13.37
out group,12.84
out group,13.94
out group,13.08
out group,12.28
out group,13.28
out group,11.8
out group,12.97
out group,12.23
out group,13.41
out group,11.82
out group,13.61
out group,13.57
out group,12.78
out group,13.57
out group,12.53
out group,13.02
out group,13.59
out group,13.21
out group,12.69
out group,13.43
out group,14.17
out group,13.46
out group,13.3
out group,13.77
out group,13.29
out group,10.73
out group,11.18
out group,12.56
out group,11.07
out group,10.85
out group,10.55
out group,12.55
out group,11.3
out group,10.98
out group,11.34
out group,8.82
out group,10.86
out group,11.85
out group,11.29
out group,10.55
out group,12.32
out group,11.74
out group,10.93
out group,10.03
out group,10.8
out group,11.11
out group,11.02
out group,10.3
out group,10.17
out group,10.16
out group,12.3
out group,10.17
out group,8.51
out group,10.09
out group,10.82
out group,11.06
out group,9.59
out group,11.74
out group,11.57
out group,10.82
out group,10.06
out group,8.98
out group,11.99
out group,10.93
out group,12.52
out group,11.44
out group,11.53
out group,11.46
out group,12.32
out group,12.45
out group,10.59
out group,11.17
out group,10.58
out group,11.56
out group,10.81
out group,10.69
out group,11.52
out group,11.63
out group,11.24
out group,11.41
out group,11.09
out group,11
out group,11.72
out group,11.42
out group,10.26
out group,10.03
out group,11.21
out group,10.58
out group,10.53
out group,11.28
out group,11.48
out group,11.86
out group,12.63
out group,10.78
out group,10.38
out group,9.15
out group,10.53
out group,11.64
out group,11.31
out group,9.97
out group,11.76
out group,10.95
out group,11.34
out group,11.6
out group,11.44
out group,11.56
out group,10.64
out group,12
out group,10.79
out group,11.14
out group,11.51
out group,10.94
out group,12.38
out group,11.31
out group,11.59
out group,11.02
out group,12.41
out group,11.99
out group,10.93
out group,9.85
out group,10.97
out group,11.52
out group,11.83
out group,9.88
out group,11.24
out group,10.63
out group,10.9
out group,11.53
out group,12
out group,10.7
out group,10.69
out group,12.23
out group,11
out group,10.32
out group,11.7
out group,11.66
out group,11.25
out group,9.64
out group,10.45
out group,11.02
out group,10.52
out group,11.1
out group,11.17
out group,11.11
out group,11.43
out group,10.95
out group,12.09
out group,10.52
out group,11.09
out group,10.97
out group,11.1
out group,11.59
out group,11.12
out group,10.29
out group,11.46
out group,11.07
out group,12.22
out group,10.83
out group,12.69
out group,11.89
out group,11.01
out group,11.11
out group,9.54
out group,11
out group,11.5
out group,11.11
out group,11.16
out group,10.42
out group,10.78
out group,11.08
out group,11.49
out group,10.82
out group,11.12
out group,11.43
out group,11.27
out group,10.17
out group,9.95
out group,12.79
out group,11.25
out group,10.67
out group,11.7
out group,11.29
out group,11.66
out group,12.06
out group,11.05
out group,10.93
out group,11.75
out group,11.54
out group,10.3
out group,11.43
out group,10.54
out group,11.65
out group,11.08
out group,11.59
out group,11.77
out group,12.77
out group,11.4
out group,11.58
out group,10.8
out group,11.73
out group,11.75
out group,12.71
out group,10.88
out group,10.84
out group,10.99
out group,10.44
out group,10.36
out group,11.79
out group,10.91
out group,10.84
out group,10.77
out group,11.38
out group,11.35
out group,9.58
out group,11.98
out group,11.01
out group,12.21
out group,11.59
out group,10.73
out group,10.73
out group,9.34
out group,10.2
out group,10.39
out group,11.12
out group,11.93
out group,11.59
out group,11.09
out group,11.19
out group,11.51
out group,10.49
out group,10.49
out group,11.55
out group,12.14
out group,12.82
out group,11.03
out group,9.9
out group,10.11
out group,11.56
out group,10.4
out group,12.12
out group,11.59
out group,11.07
out group,12.03
out group,10.51
out group,12.31
out group,11.05
out group,10.18
out group,11.38
out group,11.97
out group,10.46
out group,10.95
out group,11.31
out group,10.77
out group,11.79
out group,10.6
out group,11.63
out group,11.06
out group,10.62
out group,11
out group,10.43
out group,11.52
out group,11.22
out group,10.8
out group,11.02
out group,10.37
out group,10.21
out group,11.85
out group,11.16
out group,10.97
out group,11.09
out group,10.41
out group,12.18
out group,11.32
out group,11.14
out group,11.21
out group,11.1
out group,11.29
out group,11.88
out group,10.74
out group,9.9
out group,10.44
out group,10
out group,11.42
out group,11.7
out group,11.86
out group,11.75
out group,11.68
out group,8.36
out group,9.49
out group,10.09
out group,11.52
out group,11.51
out group,10.99
out group,9.97
out group,10
out group,10.95
out group,11.25
out group,11.86
out group,10.87
out group,10.31
out group,11.83
out group,10.01
out group,11.27
out group,11.48
out group,11.16
out group,10.14
out group,11.74
out group,11.79
out group,11.23
out group,10.93
out group,11.18
out group,11
out group,12.34
out group,11.2
out group,11.19
out group,10.45
out group,11.77
out group,10
out group,11.68
out group,11
out group,11.73
out group,11.97
out group,6.78
out group,11.94
out group,12.17
out group,11.46
out group,12.18
out group,11.08
out group,9.57
out group,11.21
out group,12.09
out group,11.75
out group,11.38
out group,12.04
out group,13.65
out group,12.98
out group,13.86
out group,11.87
out group,13.1
out group,12.72
out group,11.94
out group,12.23
out group,11.23
out group,12.32
out group,12.48
out group,14.23
