Arm,Type,Num PPIs,Num elevated PPIs,Num tissue-specific PPIs,Differential PPIs,Gene eQTL,Paralogs compensation,Process activity,Development variations,Essentiality score (CRISPR),RNAi essentiality score,Fetus development,Childhood development,Young development,Tumor suppressor gene density,Oncogene density,Tissue-specific gene density,CRISPR essential gene density,Essential gene density (Nichols),Label,Normal tissue expression,TCGA expression
3p,KIRC,1.67279982,0.894219024,2.032202051,,,-0.854569779,,1.292341448,2.207106498,1.404177187,1.444057587,1.534851053,1.731156158,0.012345679,0.014403292,0,1.203668952,0.079069767,-1,0.187061537,0.078572028
3p,KIRP,1.67279982,0.894219024,2.032202051,,,-0.854569779,,1.292341448,2.207106498,1.404177187,1.444057587,1.534851053,1.731156158,0.012345679,0.014403292,0,1.203668952,0.079069767,1,0.187061537,0.520860051
3p,LAML,0.921329935,3.867753424,2.970592685,0.0150615,1.086916462,-5.808422232,2.106677237,,1.187322027,1.277437013,,,,0.012345679,0.014403292,2.541936224,0.90275161,0.079069767,0,0.716956853,0.556104056
3p,LGG,1.396325017,1.244033379,1.399995789,0.101733,1.66040017,-1.573333062,1.566750754,1.894206359,,,1.741699378,1.955855307,1.857200226,0.012345679,0.014403292,0.382415184,,0.079069767,0,0.361741045,0.548629902
3p,LIHC,1.680219552,2.702712381,2.453568829,0.042313,1.948872078,-3.233386627,0.541061369,1.770866272,1.413072633,1.967519788,2.208974748,1.963352799,1.914317766,0.012345679,0.014403292,1.642135791,0,0.079069767,0,0.447102817,0.560384483
3p,LUAD,1.712945369,1.218408952,2.040680005,0.113281,0.71716198,-1.136918725,1.708738696,,0.617554661,0.65124868,,,,0.012345679,0.014403292,-0.022495011,-0.601834546,0.079069767,-1,0.270491762,0.694924964
3p,LUSC,1.712945369,1.218408952,2.040680005,0.113281,0.71716198,-1.136918725,1.708738696,,0.617554661,0.65124868,,,,0.012345679,0.014403292,-0.022495011,-0.601834546,0.079069767,-1,0.270491762,0.211064898
3p,OV,1.167659766,0.70936059,1.125343449,0.101022,1.990107409,-1.310357098,0.275812202,0.785314112,1.007253585,0.974025093,1.754796452,,,0.012345679,0.014403292,0.427405206,0.300917203,0.079069767,0,0.533847479,0.39690358
3p,PAAD,1.565523144,1.931224904,2.095747328,,1.217682827,-1.278220682,,,1.669999117,1.450554514,,,,0.012345679,0.014403292,0.607365292,0.601834406,0.079069767,-1,0.495320905,0.530162797
3p,PRAD,1.574522851,0.400800659,1.413075853,0.0752545,1.801270533,-0.614566149,0.505783886,,2.85439328,1.833302394,,,,0.012345679,0.014403292,-0.292435141,1.203668952,0.079069767,1,0.54619544,0.363490957
3p,SKCM,1.716480147,1.379928494,2.099408182,0.08517075,0.394281919,-1.870479836,0.37131743,,1.25208857,1.293472677,,,,0.012345679,0.014403292,0.314930152,0.300917203,0.079069767,0,0.284317157,0.217415678
3p,STAD,1.516410164,0.807844929,1.489393942,0.079672,1.641388925,-0.843013957,,,,,,,,0.012345679,0.014403292,-0.292435141,,0.079069767,-1,0.49421005,0.247261804
3p,TGCT,2.616275799,2.615318633,4.924557139,0.144914,1.006559317,-5.948095092,2.204097622,2.194542842,,,1.212700282,1.836548455,2.040867314,0.012345679,0.014403292,2.811876354,,0.079069767,0,0.690322977,0.438186722
3p,THYM,1.290505535,0.387778522,0.925550299,0.049246,0.0775248,-1.332802308,0.336591573,,1.685697161,,,,,0.012345679,0.014403292,-0.067485032,-1.504586155,0.079069767,-1,0.356021344,0.301849824
3p,UCEC,0.927993728,0,0,0.1060745,2.153066868,-1.300039706,0.254561671,,1.132183524,1.209511436,,,,0.012345679,0.014403292,-0.202455097,-1.203668952,0.079069767,0,0.634848611,0.407359832
3p,UCS,0.927993728,0,0,0.1060745,2.153066868,-1.300039706,0.254561671,,1.132183524,1.209511436,,,,0.012345679,0.014403292,-0.202455097,-1.203668952,0.079069767,0,0.634848611,0.275998528
7q,ACC,1.4209964,1.34136938,1.244444669,,1.53526286,-1.40699832,,,,,,,,0.005190311,0.019031142,0.49242022,,0.080392157,1,0.459707065,0.707604664
7q,BLCA,1.218399377,0.095284906,0,,,-1.308676656,,,1.073567799,2.188066783,,,,0.005190311,0.019031142,-0.528895792,-0.924906434,0.080392157,1,0.624561721,0.338601912
7q,BRCA,1.528948149,0.253311049,0.527613909,0.101061,1.707650885,-0.72624288,0.363236766,,1.100481783,1.04707316,,,,0.005190311,0.019031142,-0.49242022,-0.462453342,0.080392157,1,0.547495438,0.307501824
7q,CESC,1.215460709,0.10000924,0.373120163,,,-1.558877591,,,,,,,,0.005190311,0.019031142,-0.364755719,,0.080392157,0,0.609753589,0.117531251
7q,COAD,1.319017031,0.490560671,1.066420117,0.079245,1.280285639,-0.941426563,0.341305788,,1.359910912,1.488720795,,,,0.005190311,0.019031142,-0.273566789,0,0.080392157,1,0.430682743,0.639217026
7q,ESCA,1.208918645,0.379079853,0.448496851,0.0578135,0.708270894,-1.323512874,0.346276515,,1.164088328,1.335460939,,,,0.005190311,0.019031142,-0.200615645,-1.387359776,0.080392157,1,0.466832838,0.366509198
7q,GBM,1.546880961,1.162627479,1.319869845,0.0773905,1.636236644,-1.570797279,1.519766155,1.741651762,,,1.723502064,1.892302676,1.809531276,0.005190311,0.019031142,0.237091217,,0.080392157,1,0.358835076,0.487097468
7q,KICH,1.670928759,1.140236525,2.445393299,,,-1.048392625,,1.389885079,2.106722741,1.488840653,1.801106153,1.686425538,1.793099211,0.005190311,0.019031142,0.145902288,1.387360026,0.080392157,0,0.277215503,0.619444802
7q,KIRC,1.670928759,1.140236525,2.445393299,,,-1.048392625,,1.389885079,2.106722741,1.488840653,1.801106153,1.686425538,1.793099211,0.005190311,0.019031142,0.145902288,1.387360026,0.080392157,1,0.277215503,0.643133097
7q,KIRP,1.670928759,1.140236525,2.445393299,,,-1.048392625,,1.389885079,2.106722741,1.488840653,1.801106153,1.686425538,1.793099211,0.005190311,0.019031142,0.145902288,1.387360026,0.080392157,1,0.277215503,0.346228223
7q,LAML,1.059325323,3.809307839,3.033379121,0.029502,0.989190307,-5.220345211,1.428387408,,1.218236363,1.433637966,,,,0.005190311,0.019031142,2.279723243,1.849813368,0.080392157,-1,0.592056204,0.692616772
7q,LGG,1.546880961,1.162627479,1.319869845,0.0773905,1.636236644,-1.570797279,1.519766155,1.741651762,,,1.723502064,1.892302676,1.809531276,0.005190311,0.019031142,0.237091217,,0.080392157,1,0.358835076,0.505125134
7q,LIHC,1.477680288,2.526361868,2.249972926,0.062058,1.976537042,-4.664833224,0.407935531,1.845523625,1.072656078,1.357495059,2.202812723,1.936732106,1.970028799,0.005190311,0.019031142,1.076029371,-0.924906434,0.080392157,1,0.443350972,0.333916833
7q,LUAD,1.607393007,1.428844007,2.011372365,0.12668,0.764661039,-1.190521485,1.008972721,,0.863437738,0.660230828,,,,0.005190311,0.019031142,-0.237091217,-0.462453342,0.080392157,1,0.172852351,0.291552727
7q,LUSC,1.607393007,1.428844007,2.011372365,0.12668,0.764661039,-1.190521485,1.008972721,,0.863437738,0.660230828,,,,0.005190311,0.019031142,-0.237091217,-0.462453342,0.080392157,1,0.172852351,0.564162176
7q,OV,1.006549638,1.4,0.672782406,0.1002425,1.801004039,-1.465903299,0.169405221,1.058367495,0.951731559,1.319254275,1.707912602,,,0.005190311,0.019031142,-0.054713358,0.462453342,0.080392157,1,0.338056367,0.515368436
7q,PAAD,1.711145325,1.430006403,2.303349151,,1.154420418,-1.96075374,,,0.958617894,1.418112352,,,,0.005190311,0.019031142,0.747749224,0.462453342,0.080392157,1,0.846561966,0.47990321
7q,PRAD,1.308508349,0.286765252,0.817061997,0.0993075,1.711917389,-0.851122967,0.359091362,,2.903376437,1.873544415,,,,0.005190311,0.019031142,-0.419469077,2.31226646,0.080392157,1,0.462256756,0.383979976
7q,SKCM,1.773689036,1.537398088,2.549728673,0.091365,0.428448119,-1.598380972,0.391439951,,1.526262213,1.318574819,,,,0.005190311,0.019031142,0.401231291,0.924906684,0.080392157,1,0.309280473,0.301264137
7q,STAD,1.464680772,0.694392763,1.567021236,0.077047,1.475443221,-0.888433091,,,,,,,,0.005190311,0.019031142,-0.346517933,,0.080392157,1,0.257210683,0.598335301
7q,TGCT,3.261877274,2.822511376,5.051585743,0.1544795,0.982291869,-6.994216238,3.415467891,2.116784224,,,1.098995206,2.024641715,2.041228497,0.005190311,0.019031142,3.556368259,,0.080392157,1,0.992203615,0.251192105
7q,THYM,1.361433485,0.389988651,1.038852228,0.059892,0.150728489,-1.564122168,0.358208516,,,,,,,0.005190311,0.019031142,0.200615645,,0.080392157,1,0.657156136,0.512313475
7q,UCEC,1.023358347,0.010458853,0,0.111744,2.239729411,-1.278082096,0.148920214,,1.343416905,1.315666955,,,,0.005190311,0.019031142,-0.49242022,0,0.080392157,0,0.567572472,0.505006726
7q,UCS,1.023358347,0.010458853,0,0.111744,2.239729411,-1.278082096,0.148920214,,1.343416905,1.315666955,,,,0.005190311,0.019031142,-0.49242022,0,0.080392157,0,0.567572472,0.604161717
12p,ACC,1.668215511,1.546524226,1.649915823,,1.618535359,-2.23561278,,,,,,,,0.014492754,0.025362319,0.5833268,,0.065306122,1,0.384509399,0.503845674
12p,BLCA,1.323681447,-0.137360564,0.62132541,,,-1.618099224,,,1.242605586,2.079728026,,,,0.014492754,0.025362319,-0.5833268,0,0.065306122,0,0.552062535,0.213403487
12p,BRCA,1.681345615,0.069554312,1.265904911,0.09689775,1.755115974,-0.714429348,0.363236766,,1.463414524,1.225145694,,,,0.014492754,0.025362319,-0.416662,0,0.065306122,0,0.326374419,0.126648585
12p,CESC,0.978736023,-0.003518133,0.404503913,,,-1.927604869,,,,,,,,0.014492754,0.025362319,-0.4583282,,0.065306122,0,0.652473293,0.330948425
12p,COAD,1.425241903,0.552900865,1.242667798,0.0704925,1.196733375,-0.705797704,0.334800986,,1.038466677,1.234216501,,,,0.014492754,0.025362319,-0.1249986,0.964441395,0.065306122,0,0.579648245,0.748224514
12p,ESCA,1.108425356,0.523702517,0,0.06826925,0.605999814,-0.842783749,0.372524978,,1.250943939,1.178572894,,,,0.014492754,0.025362319,-0.2499972,0,0.065306122,0,0.353328684,0.23152281
12p,GBM,1.282795728,1.428571429,1.063048589,0.061816625,1.555638617,-1.638785305,1.520489005,1.851421501,,,1.596323706,1.961463444,1.754375686,0.014492754,0.025362319,0.2499972,,0.065306122,0,0.442520112,0.450603755
12p,KICH,1.791327811,1.314155864,2.335188449,,,-0.406235223,,1.240546705,1.327536648,1.385192025,1.655479794,1.551874208,1.847768713,0.014492754,0.025362319,0,0,0.065306122,0,0.017392409,0.657023153
12p,KIRC,1.791327811,1.314155864,2.335188449,,,-0.406235223,,1.240546705,1.327536648,1.385192025,1.655479794,1.551874208,1.847768713,0.014492754,0.025362319,0,0,0.065306122,1,0.017392409,0.524381552
12p,KIRP,1.791327811,1.314155864,2.335188449,,,-0.406235223,,1.240546705,1.327536648,1.385192025,1.655479794,1.551874208,1.847768713,0.014492754,0.025362319,0,0,0.065306122,1,0.017392409,0.250309607
12p,LAML,1.228934035,3.843824072,3.3779312,0.060084,1.092370053,-3.674346825,3.715140177,,1.061052202,1.572682199,,,,0.014492754,0.025362319,3.083298798,-0.964441144,0.065306122,0,0.73593761,1
12p,LGG,1.282795728,1.428571429,1.063048589,0.061816625,1.555638617,-1.638785305,1.520489005,1.851421501,,,1.596323706,1.961463444,1.754375686,0.014492754,0.025362319,0.2499972,,0.065306122,0,0.442520112,0.866698091
12p,LIHC,1.610534917,3.629733743,2.766723251,0.0976005,1.975865053,-4.138277766,0.955396584,2.070178007,0.820147249,1.614135189,2.245830318,2.028344686,2.031771376,0.014492754,0.025362319,1.833312799,1.928882791,0.065306122,0,0.222387494,0.455154346
12p,LUAD,1.757479756,1.889498312,1.793743202,0.15231875,0.668211051,-1.281371703,1.720302399,,0.636992955,0.619230284,,,,0.014492754,0.025362319,0.0833324,0.964441395,0.065306122,0,0.389479335,0.510602097
12p,LUSC,1.757479756,1.889498312,1.793743202,0.15231875,0.668211051,-1.281371703,1.720302399,,0.636992955,0.619230284,,,,0.014492754,0.025362319,0.0833324,0.964441395,0.065306122,1,0.389479335,0.649701467
12p,OV,0.661277151,1.363128669,0.830917683,0.1016015,1.953283743,-2.103203533,0.121114476,1.181227254,0.877242129,1.280807668,1.941115914,,,0.014492754,0.025362319,0.9166564,0,0.065306122,1,1,0.441709886
12p,PAAD,1.820411204,1.854379477,2.527844416,,1.409424651,-1.213527916,,,1.704392663,1.49597796,,,,0.014492754,0.025362319,0.2499972,0.964441395,0.065306122,0,0.109732263,0.669414408
12p,PRAD,1.362370815,-0.011403799,0.756284863,0.078456,1.76143148,-0.645233904,0.513853412,,2.693940228,2.239282988,,,,0.014492754,0.025362319,-0.4999944,2.893323935,0.065306122,-1,0.114299625,0
12p,SKCM,2.018781799,1.670622925,2.454990237,0.0766925,0.550066428,-1.429438264,0.571327553,,1.195882979,1.276619699,,,,0.014492754,0.025362319,-0.1249986,0.964441395,0.065306122,0,0,0.367054109
12p,STAD,1.663520065,1.125293906,1.882071614,0.0983415,1.440090737,-0.414167354,,,,,,,,0.014492754,0.025362319,-0.1666648,,0.065306122,0,0.304086989,1
12p,TGCT,2.670823624,3.032533861,4.989957286,0.1211655,0.888630459,-5.120248994,1.74946995,2.134417453,,,1.182097042,1.792729229,2.041168501,0.014492754,0.025362319,2.749969199,,0.065306122,1,0.88044258,1
12p,THYM,1.13125483,0.10818599,1.151938784,0.0598845,0.229347955,-1.035865158,0.544643822,,2.152372108,,,,,0.014492754,0.025362319,-0.416662,1.928882791,0.065306122,0,0.085092164,0.402831098
12p,UCEC,0.867295369,-0.140028008,0,0.115963,2.222814576,-0.992654799,0.235285434,,1.25265607,1.241385427,,,,0.014492754,0.025362319,-0.2499972,0,0.065306122,0,1,0.084226408
12p,UCS,0.867295369,-0.140028008,0,0.115963,2.222814576,-0.992654799,0.235285434,,1.25265607,1.241385427,,,,0.014492754,0.025362319,-0.2499972,0,0.065306122,0,1,0.029180394
11q,ACC,1.701930462,1.521769727,1.892625162,,1.567398499,-1.554829374,,,,,,,,0.008557457,0.006112469,0.711680583,,0.098092643,0,0.541113638,0.321751237
11q,BLCA,1.221226569,0,0.148708133,,,-0.880954772,,,1.10390395,2.284039368,,,,0.008557457,0.006112469,-0.474453722,0,0.098092643,-1,0.444429307,0.368557227
11q,BRCA,1.406349004,0.207985805,0.859237144,0.09649575,1.693353689,-0.675515956,0.375512243,,0.485857011,1.084219478,,,,0.008557457,0.006112469,-0.415147007,-0.942111427,0.098092643,-1,0.454200225,0.476994835
11q,CESC,1.213204621,0,0.541613752,,,-1.152009377,,,,,,,,0.008557457,0.006112469,-0.429973685,,0.098092643,-1,0.441107487,0.171486745
11q,COAD,1.43552658,0.399627218,1.050938068,0.06896175,1.22213374,-0.679749714,0.249135829,,1.180090405,1.40128939,,,,0.008557457,0.006112469,-0.11861343,-0.376844514,0.098092643,0,0.584060895,0.584370386
11q,ESCA,1.088822571,0.398779197,0.113629459,0.0599425,0.660177663,-0.573400811,0.418635402,,1.638699718,1.082945727,,,,0.008557457,0.006112469,-0.266880218,0.75368917,0.098092643,-1,0.386176472,0
11q,GBM,1.485750092,1.459961596,1.350233986,0.06907125,1.656523011,-1.692524492,2.425378942,1.731479999,,,1.689982552,1.862737556,1.711501151,0.008557457,0.006112469,0.326186934,,0.098092643,-1,0.459842715,0.443575507
11q,KICH,1.742349795,0.928904206,2.034592329,,,-1.005272023,,1.279041572,0.917579406,1.678000622,1.521270292,1.608537431,1.75475165,0.008557457,0.006112469,-0.059306715,-0.376844514,0.098092643,0,0.187405621,0.492817333
11q,KIRC,1.742349795,0.928904206,2.034592329,,,-1.005272023,,1.279041572,0.917579406,1.678000622,1.521270292,1.608537431,1.75475165,0.008557457,0.006112469,-0.059306715,-0.376844514,0.098092643,0,0.187405621,0.419192016
11q,KIRP,1.742349795,0.928904206,2.034592329,,,-1.005272023,,1.279041572,0.917579406,1.678000622,1.521270292,1.608537431,1.75475165,0.008557457,0.006112469,-0.059306715,-0.376844514,0.098092643,0,0.187405621,0.348977941
11q,LAML,1.280693668,3.788338587,2.909326355,0.04713875,1.085563639,-6.158517987,2.336809093,,1.044841763,1.530108633,,,,0.008557457,0.006112469,2.817068973,-0.376844514,0.098092643,1,0.717018037,0.364058055
11q,LGG,1.485750092,1.459961596,1.350233986,0.06907125,1.656523011,-1.692524492,2.425378942,1.731479999,,,1.689982552,1.862737556,1.711501151,0.008557457,0.006112469,0.326186934,,0.098092643,1,0.459842715,0.27728498
11q,LIHC,1.691943238,2.41459754,2.576981816,0.06684025,1.91450144,-2.820856504,0.680314598,1.903724262,0.983841815,1.774081454,2.218233423,1.973594056,1.945992,0.008557457,0.006112469,1.719894741,-0.376844514,0.098092643,0,0.461845773,0.326441378
11q,LUAD,1.696432156,1.174586526,1.759932016,0.1297155,0.770541321,-1.071218271,1.66981974,,0.56633658,0.710658892,,,,0.008557457,0.006112469,-0.237226861,0,0.098092643,0,0.14544845,0.340323995
11q,LUSC,1.696432156,1.174586526,1.759932016,0.1297155,0.770541321,-1.071218271,1.66981974,,0.56633658,0.710658892,,,,0.008557457,0.006112469,-0.237226861,0,0.098092643,0,0.14544845,0.570590884
11q,OV,1.18391118,1.064146683,1.422558666,0.098861,1.871653271,-1.485731788,0.257831696,0.773057628,0.691886524,1.115325378,1.824415931,,,0.008557457,0.006112469,0.059306715,-0.942111427,0.098092643,0,0.261724486,0.661941261
11q,PAAD,1.650585378,1.433713331,2.164543873,,1.274192655,-2.050839045,,,1.173824433,1.249757905,,,,0.008557457,0.006112469,0.770987298,-0.188422257,0.098092643,0,0.725713072,0.543979115
11q,PRAD,1.347663171,0.25299329,1.127488303,0.0825045,1.632615338,-0.713341372,0.523986615,,2.536126876,1.959757756,,,,0.008557457,0.006112469,-0.474453722,1.318956083,0.098092643,1,0.278999716,0.554199265
11q,SKCM,2.166349235,1.664704728,2.726368543,0.10888675,0.474011916,-1.377304279,0.615967237,,0.974072088,1.345394856,,,,0.008557457,0.006112469,0.593067152,-0.942111427,0.098092643,-1,0.425720883,0.272143324
11q,STAD,1.518407148,0.455545848,1.624750375,0.0749325,1.556324008,-0.777313264,,,,,,,,0.008557457,0.006112469,-0.148266788,,0.098092643,0,0.482529176,0.520313091
11q,TGCT,2.575396185,2.657442442,4.616869277,0.13054475,1.004007982,-7.142749325,0.869363263,2.131101842,,,1.417829891,1.985667086,2.041241452,0.008557457,0.006112469,3.528749556,,0.098092643,-1,0.99260963,0
11q,THYM,1.170724559,0.078604445,0.947418133,0.05154625,0.158610545,-1.086772563,0.44870184,,2.130691192,,,,,0.008557457,0.006112469,-0.326186934,1.50737834,0.098092643,0,0.197944414,0.488009793
11q,UCEC,1.040627011,0,0,0.11412625,2.016342012,-0.85886344,0.247089978,,1.26008815,1.30194466,,,,0.008557457,0.006112469,-0.266880218,-0.75368917,0.098092643,-1,0.60887936,0.480709013
11q,UCS,1.040627011,0,0,0.11412625,2.016342012,-0.85886344,0.247089978,,1.26008815,1.30194466,,,,0.008557457,0.006112469,-0.266880218,-0.75368917,0.098092643,0,0.60887936,0
4p,ACC,1.597451674,0.680011544,0.883195659,,1.5354328,-1.526664338,,,,,,,,0.019417476,0.009708738,0.060316185,,0.061111111,1,0.081695486,0.113335592
4p,BLCA,0.94277417,0,0,,,-1.367020006,,,1.290493746,2.758595906,,,,0.019417476,0.009708738,-0.663478036,-1.109790589,0.061111111,-1,0.470125241,0.501549461
4p,BRCA,1.512077381,0.213536016,0.809322881,0.083866,1.465658843,-0.659754527,0.267524043,,1.107333068,1.144679133,,,,0.019417476,0.009708738,-0.663478036,1.109790438,0.061111111,-1,0.416900517,0.538797082
4p,CESC,0.924646448,0,0.492707431,,,-1.017319648,,,,,,,,0.019417476,0.009708738,-0.24126474,,0.061111111,-1,0.769619224,0.175690707
4p,COAD,1.403914867,0.32217509,1.098635178,0.09090975,1.218541031,-0.691500026,0.356590217,,1.26846502,1.26113238,,,,0.019417476,0.009708738,0,-1.109790589,0.061111111,-1,0.716835801,0.48815772
4p,ESCA,1.056511903,0.437377782,0.245751076,0.0825425,0.645642628,-1.007564344,0.436687564,,1.901641765,1.829715453,,,,0.019417476,0.009708738,-0.180948555,-1.849650982,0.061111111,-1,0.824909907,0.226709627
4p,GBM,1.376839153,1.211828648,0.812920144,0.098640125,1.732912101,-1.043654968,3.003674184,1.814104204,,,1.62073335,1.943201541,1.895790591,0.019417476,0.009708738,1.025375147,,0.061111111,0,0.908477641,0.326294389
4p,KICH,1.577950978,1.38756776,2.032214881,,,-0.789360755,,1.167581692,1.526371538,1.098745868,1.582249401,1.618348465,1.818688247,0.019417476,0.009708738,0.180948555,-0.369930196,0.061111111,0,0.349152973,1
4p,KIRC,1.577950978,1.38756776,2.032214881,,,-0.789360755,,1.167581692,1.526371538,1.098745868,1.582249401,1.618348465,1.818688247,0.019417476,0.009708738,0.180948555,-0.369930196,0.061111111,0,0.349152973,0.315468943
4p,KIRP,1.577950978,1.38756776,2.032214881,,,-0.789360755,,1.167581692,1.526371538,1.098745868,1.582249401,1.618348465,1.818688247,0.019417476,0.009708738,0.180948555,-0.369930196,0.061111111,0,0.349152973,0.602320109
4p,LAML,1.562526596,4.34192311,2.889106338,0.0723345,1.054389239,-5.212479792,2.604296562,,1.187823702,1.270451215,,,,0.019417476,0.009708738,2.8348607,0.369930196,0.061111111,0,0.47067091,0.16249154
