Arm,Type,Num PPIs,Num elevated PPIs,Num tissue-specific PPIs,Differential PPIs,Gene eQTL,Paralogs compensation,Process activity,Development variations,Essentiality score (CRISPR),RNAi essentiality score,Fetus development,Childhood development,Young development,Tumor suppressor gene density,Oncogene density,Tissue-specific gene density,CRISPR essential gene density,Essential gene density (Nichols),Label,Normal tissue expression,TCGA expression
4p,LUAD,1.759414136,1.045499223,1.97965921,0.12623825,0.684432013,-0.791005192,1.177857304,,0.616742546,0.75857945,,,,0.019417476,0.009708738,-0.301580926,-1.849650982,0.061111111,0,0.093302703,0.383785272
4p,LUSC,1.759414136,1.045499223,1.97965921,0.12623825,0.684432013,-0.791005192,1.177857304,,0.616742546,0.75857945,,,,0.019417476,0.009708738,-0.301580926,-1.849650982,0.061111111,-1,0.093302703,0.413516873
4p,OV,0.927581812,0.733249792,0.430432173,0.0953545,1.864390626,-1.270778902,0.240442771,1.278127918,1.075294784,1.339358627,1.850408436,,,0.019417476,0.009708738,1.266639887,-0.369930196,0.061111111,-1,0.971010753,0.551621489
4p,PAAD,1.17947893,2.458585273,1.794108858,,1.251710457,-0.630160608,,,0.804686011,1.423681544,,,,0.019417476,0.009708738,0.422213296,-1.849650982,0.061111111,0,0.494644249,0.590976001
4p,PRAD,1.308224289,0.071991601,1.446758368,0.079309,1.683709101,-0.665053113,0.252057475,,3.170475763,1.862581398,,,,0.019417476,0.009708738,-0.663478036,1.109790438,0.061111111,0,0.319019477,0.442012296
4p,SKCM,1.699962574,1.76628754,1.794820396,0.1073105,0.452889846,-2.037419494,0.408811155,,0.876675547,1.081170498,,,,0.019417476,0.009708738,0.482529481,0.369930196,0.061111111,0,0.358837568,0.095790667
4p,STAD,1.307299921,0.120629314,1.190627765,0.08672075,1.648670449,-0.552905773,,,,,,,,0.019417476,0.009708738,-0.060316185,,0.061111111,-1,0.522130105,0.318875333
4p,TGCT,3.466023679,2.735175094,5.853457351,0.11992,0.954426675,-4.471721239,1.00564163,2.013800624,,,1.104570043,1.848769126,2.038343433,0.019417476,0.009708738,2.352331219,,0.061111111,-1,0,0.087706025
4p,THYM,1.146958586,0.556155645,0.409673245,0.060065,0.131686148,-1.234855715,0.655361706,,1.680426491,,,,,0.019417476,0.009708738,-0.301580926,0.369930196,0.061111111,0,0.306868427,0.426766044
4p,UCEC,0.776768796,0,0,0.11882625,2.127473338,-1.28861187,0.182699452,,1.596316954,1.239760279,,,,0.019417476,0.009708738,-0.180948555,0.369930196,0.061111111,-1,0.984064748,0.517905287
4p,UCS,0.776768796,0,0,0.11882625,2.127473338,-1.28861187,0.182699452,,1.596316954,1.239760279,,,,0.019417476,0.009708738,-0.180948555,0.369930196,0.061111111,-1,0.984064748,0.552822806
7p,ACC,1.51547514,1.458114387,1.750081635,,1.478976401,-3.150011234,,,,,,,,0.007168459,0.025089606,0.926137602,,0.069672131,1,1,0.687461361
7p,BLCA,1.056839625,0.005738683,0.252981891,,,-1.153181272,,,1.403668495,1.99265204,,,,0.007168459,0.025089606,-0.589360292,0,0.069672131,1,0.721674947,0.334011632
7p,BRCA,1.610140887,0.208014933,0.650181406,0.1097795,1.707228182,-1.011122751,0.459263339,,0.656999195,0.988699191,,,,0.007168459,0.025089606,-0.505165965,0.589514638,0.069672131,1,0.489218049,0.338943824
7p,CESC,1.281985762,0.288521458,0.768211245,,,-1.357930864,,,,,,,,0.007168459,0.025089606,-0.252582982,,0.069672131,0,0.607275515,0.052623225
7p,COAD,1.404036448,0.416822495,0.778498944,0.09740475,1.237299248,-0.927402204,0.420831318,,1.220956161,1.273737678,,,,0.007168459,0.025089606,-0.294680146,0,0.069672131,1,0.853436939,1
7p,ESCA,1.06614371,0.562032261,0,0.063809,0.53867896,-1.023610376,0.509901764,,1.651778742,1.478243883,,,,0.007168459,0.025089606,0,1.17902912,0.069672131,1,0.584137837,0.229146035
7p,GBM,1.417869504,1.38443731,1.537038711,0.06522775,1.622309567,-2.048044478,1.156783693,1.778900048,,,1.74202248,1.958348908,1.884016726,0.007168459,0.025089606,0.505165965,,0.069672131,1,0.664085088,0.766641296
7p,KICH,1.949919521,0.971166739,2.290668719,,,-0.760810302,,1.414809898,1.697997513,1.73769908,1.978008401,1.709730682,1.969834599,0.007168459,0.025089606,0.042097164,1.768543758,0.069672131,0,0.305328095,0.751177587
7p,KIRC,1.949919521,0.971166739,2.290668719,,,-0.760810302,,1.414809898,1.697997513,1.73769908,1.978008401,1.709730682,1.969834599,0.007168459,0.025089606,0.042097164,1.768543758,0.069672131,1,0.305328095,0.397446465
7p,KIRP,1.949919521,0.971166739,2.290668719,,,-0.760810302,,1.414809898,1.697997513,1.73769908,1.978008401,1.709730682,1.969834599,0.007168459,0.025089606,0.042097164,1.768543758,0.069672131,1,0.305328095,0.373535293
7p,LAML,2.048298995,3.720218927,3.406217462,0.0123605,1.107122874,-3.185903064,1.892285128,,1.155179394,1.494086562,,,,0.007168459,0.025089606,1.768080877,-0.589514638,0.069672131,-1,0.436241939,0.256292737
7p,LGG,1.417869504,1.38443731,1.537038711,0.06522775,1.622309567,-2.048044478,1.156783693,1.778900048,,,1.74202248,1.958348908,1.884016726,0.007168459,0.025089606,0.505165965,,0.069672131,1,0.664085088,0.501854498
7p,LIHC,1.414456117,2.622576562,2.510964965,0.0233165,2.060176353,-2.671190078,0.671429507,1.730104593,1.197420418,1.389992593,2.190695855,1.828529447,1.89156662,0.007168459,0.025089606,0.67355462,0.589514638,0.069672131,1,0,0.008966155
7p,LUAD,1.701705432,1.686200755,2.215266893,0.12623825,0.744649695,-0.848808019,1.400346833,,0.649458216,0.714988811,,,,0.007168459,0.025089606,-0.084194327,-0.589514638,0.069672131,1,0.201869973,0.605234762
7p,LUSC,1.701705432,1.686200755,2.215266893,0.12623825,0.744649695,-0.848808019,1.400346833,,0.649458216,0.714988811,,,,0.007168459,0.025089606,-0.084194327,-0.589514638,0.069672131,1,0.201869973,0.781687508
7p,OV,1.201397153,1.344616006,0.697425996,0.091296,2.018630994,-1.741941873,0.450863929,1.067049702,1.252185256,1.493390957,1.670285028,,,0.007168459,0.025089606,-0.168388655,0,0.069672131,0,0.021904521,0.342682784
7p,PAAD,1.534334662,1.591731604,2.803708871,,1.287508885,-1.962176689,,,1.2799639,1.335198693,,,,0.007168459,0.025089606,0.168388655,-0.589514638,0.069672131,1,0.306140624,0.672494389
7p,PRAD,1.474255966,0.391339645,1.239865448,0.0949755,1.742670583,-1.007621334,0.589769656,,2.295539799,1.910736385,,,,0.007168459,0.025089606,-0.505165965,0.589514638,0.069672131,1,0.215166616,0.44540069
7p,SKCM,1.584437105,1.541982981,2.043513494,0.08313725,0.438157056,-1.125421183,0.514642076,,1.266156634,1.386019549,,,,0.007168459,0.025089606,0.084194327,-1.179029276,0.069672131,1,0.213110527,0.576536048
7p,STAD,1.684850792,0.614906061,2.08700829,0.1035775,1.515384133,-0.622213169,,,,,,,,0.007168459,0.025089606,-0.252582982,,0.069672131,1,0.488116718,0.928209038
7p,TGCT,3.030216076,2.739478173,5.805214966,0.1067835,1.074683956,-7.11251773,2.145678031,2.072366092,,,0.998513258,1.945491305,2.040787804,0.007168459,0.025089606,2.69421848,,0.069672131,1,0.965831395,0.275585408
7p,THYM,1.419659197,0.552639636,1.674913764,0.05263025,0.051743305,-1.082673499,0.517495195,,,,,,,0.007168459,0.025089606,-0.168388655,,0.069672131,1,0.258632472,0.546016721
7p,UCEC,0.825496842,0.275923144,0,0.14149025,2.258346733,-1.403775659,0.397739115,,1.085808918,1.268988039,,,,0.007168459,0.025089606,-0.252582982,0,0.069672131,0,0.648559419,0.245399191
7p,UCS,0.825496842,0.275923144,0,0.14149025,2.258346733,-1.403775659,0.397739115,,1.085808918,1.268988039,,,,0.007168459,0.025089606,-0.252582982,0,0.069672131,0,0.648559419,0.519479827
17q,ACC,1.642885898,1.39697109,1.526767343,,1.50910203,-1.339647921,,,,,,,,0.017879949,0.011494253,0.129065194,,0.129120879,0,0.16470708,0.162737118
17q,BLCA,1.340181901,-0.140234804,0.294899537,,,-1.04080744,,,1.375396655,2.425895178,,,,0.017879949,0.011494253,-0.464634698,-0.500604994,0.129120879,1,0.099414525,0.751887721
17q,BRCA,1.46751536,0.138050327,0.7363375,0.0972715,1.699909382,-0.757536448,0.321934982,,1.283520195,1.099248909,,,,0.017879949,0.011494253,-0.361382543,0.333736579,0.129120879,-1,0.314228238,0.224275306
17q,CESC,1.15076914,-0.037001458,0.538623332,,,-1.603726347,,,,,,,,0.017879949,0.011494253,-0.271036907,,0.129120879,0,0.411190192,0.460457253
17q,COAD,1.409766928,0.418311659,1.106080719,0.078511,1.178339365,-0.950227921,0.365796142,,1.009360961,1.461385613,,,,0.017879949,0.011494253,-0.012906519,1.168078278,0.129120879,1,0.455095156,0.733689452
17q,ESCA,1.071224951,0.371050054,0.05242763,0.05541525,0.597870305,-1.039123266,0.369113991,,1.470677161,1.105734815,,,,0.017879949,0.011494253,-0.283943427,-0.333736705,0.129120879,0,0.172941412,0.25539574
17q,GBM,1.441153384,1.251508332,1.456262702,0.06560525,1.524367174,-1.484384833,1.454148998,1.835053729,,,1.602858428,1.821139027,1.70228269,0.017879949,0.011494253,0.180691272,,0.129120879,0,0.153012864,0.261835079
17q,KICH,1.582876469,0.906847071,1.94495381,,,-1.724704514,,1.432682054,1.515525083,1.494027536,1.557553967,1.697943783,1.77259644,0.017879949,0.011494253,0.387195582,0,0.129120879,-1,0.398247295,0.208974016
17q,KIRC,1.582876469,0.906847071,1.94495381,,,-1.724704514,,1.432682054,1.515525083,1.494027536,1.557553967,1.697943783,1.77259644,0.017879949,0.011494253,0.387195582,0,0.129120879,0,0.398247295,0.243417073
17q,KIRP,1.582876469,0.906847071,1.94495381,,,-1.724704514,,1.432682054,1.515525083,1.494027536,1.557553967,1.697943783,1.77259644,0.017879949,0.011494253,0.387195582,0,0.129120879,1,0.398247295,0.218857706
17q,LAML,1.107633447,3.838541313,3.218991265,0.052798,1.011291092,-6.554257613,2.101729099,,1.133578947,1.786567341,,,,0.017879949,0.011494253,3.329882004,-1.001209989,0.129120879,-1,0.736117457,0.493586403
17q,LGG,1.441153384,1.251508332,1.456262702,0.06560525,1.524367174,-1.484384833,1.454148998,1.835053729,,,1.602858428,1.821139027,1.70228269,0.017879949,0.011494253,0.180691272,,0.129120879,0,0.153012864,0.518557384
17q,LIHC,1.560566816,2.555041138,2.383082237,0.0330975,2.050754223,-2.795823148,0.555198756,1.781604401,0.959775373,1.608953756,2.227742152,1.828525005,1.862209557,0.017879949,0.011494253,1.264838901,-1.001209989,0.129120879,1,0.249479345,0.261627254
17q,LUAD,1.819524083,1.288417078,1.93344012,0.1186565,0.628343872,-0.776648179,2.036536392,,0.675803632,0.675929875,,,,0.017879949,0.011494253,-0.129065194,-0.834341574,0.129120879,1,0.217322411,0.423778936
17q,LUSC,1.819524083,1.288417078,1.93344012,0.1186565,0.628343872,-0.776648179,2.036536392,,0.675803632,0.675929875,,,,0.017879949,0.011494253,-0.129065194,-0.834341574,0.129120879,0,0.217322411,0.722433663
17q,OV,1.080295904,1.158520084,1.063685706,0.096944,1.88203612,-1.707161948,0.233772814,0.843984302,0.864668776,1.133529577,1.962112013,,,0.017879949,0.011494253,0.051626078,-0.834341574,0.129120879,-1,0.086430885,0.320425192
17q,PAAD,1.604338098,1.636009902,2.125644878,,1.309581411,-1.336630024,,,1.448102209,1.5399133,,,,0.017879949,0.011494253,0.335569504,0,0.129120879,0,0.338710603,0.257548537
17q,PRAD,1.46751536,0.367778623,1.168210607,0.08738275,1.734406824,-0.570515203,0.512484576,,2.571603218,1.966308455,,,,0.017879949,0.011494253,-0.335569504,1.668683147,0.129120879,0,0.503886466,0.250270556
17q,SKCM,1.85170506,1.594029503,2.458994612,0.108669,0.566209172,-3.600818613,1.511890432,,1.176310999,1.331928341,,,,0.017879949,0.011494253,1.200306304,0.16686829,0.129120879,0,0.875827215,0.295568612
17q,STAD,1.416349059,0.452591585,1.347449006,0.08407675,1.543156022,-0.806441453,,,,,,,,0.017879949,0.011494253,-0.154878233,,0.129120879,0,0.454422679,0.301434193
17q,TGCT,2.825617897,2.603293679,5.224563634,0.13805375,1.095636619,-4.551409866,1.067450373,2.003317934,,,1.384701885,1.963692723,2.041197961,0.017879949,0.011494253,2.916873383,,0.129120879,0,0.87682614,0.290619199
17q,THYM,1.322511861,0.088804557,0.911334624,0.05311975,0.174552784,-0.979879725,0.424978935,,1.165230454,,,,,0.017879949,0.011494253,-0.103252155,-2.503024846,0.129120879,0,0.28144747,0.65911054
17q,UCEC,0.952579344,-0.131361729,0,0.0999755,2.126509657,-1.059465397,0.267782417,,1.269455934,1.3157812,,,,0.017879949,0.011494253,-0.361382543,-1.168078278,0.129120879,-1,0.197174436,0.638855233
17q,UCS,0.952579344,-0.131361729,0,0.0999755,2.126509657,-1.059465397,0.267782417,,1.269455934,1.3157812,,,,0.017879949,0.011494253,-0.361382543,-1.168078278,0.129120879,0,0.197174436,0.372840732
2p,ACC,1.351179385,1.313484084,1.425454492,,1.522970098,-1.657624467,,,,,,,,0.019693654,0.015317287,0.668031972,,0.12039312,0,0.544103509,0.745982463
2p,BLCA,1.18100025,-0.175514492,0,,,-0.72224841,,,1.308327568,2.311035039,,,,0.019693654,0.015317287,-0.400819183,-0.249155061,0.12039312,0,0.366085508,0.290646941
2p,BRCA,1.353228416,0,0.601212437,0.0857255,1.759475766,-0.739935001,0.387079038,,1.028760516,1.266619596,,,,0.019693654,0.015317287,-0.445354648,0,0.12039312,0,0.427651102,0.253044161
2p,CESC,1.102628517,-0.051486641,0.730400951,,,-1.609168124,,,,,,,,0.019693654,0.015317287,-0.334015986,,0.12039312,0,0.3946013,0.462478988
2p,COAD,1.374515891,0.344765078,1.071813727,0.072473,1.143537962,-0.955569309,0.437876882,,1.091930077,1.345198995,,,,0.019693654,0.015317287,-0.200409591,0,0.12039312,0,0.478548065,0.648835312
2p,ESCA,1.204848648,0.465838323,0.166744596,0.066892,0.683264749,-1.480375054,0.373890238,,0.951858322,1.294779047,,,,0.019693654,0.015317287,0.044535465,-0.249155061,0.12039312,0,0.526975021,0.425275628
2p,GBM,1.577379317,1.308549764,1.453165335,0.06861725,1.572187774,-1.386595416,1.301328262,1.781661142,,,1.568125148,1.910459293,1.760617679,0.019693654,0.015317287,0.445354648,,0.12039312,0,0.429359816,0.360067643
2p,KICH,1.747226814,0.960701326,2.074689175,,,-0.776904627,,1.328995407,1.291022309,1.621250257,1.407640036,1.520739557,1.7268485,0.019693654,0.015317287,0,1.494930694,0.12039312,-1,0.108945071,0.334735553
2p,KIRC,1.747226814,0.960701326,2.074689175,,,-0.776904627,,1.328995407,1.291022309,1.621250257,1.407640036,1.520739557,1.7268485,0.019693654,0.015317287,0,1.494930694,0.12039312,1,0.108945071,0.408672644
2p,KIRP,1.747226814,0.960701326,2.074689175,,,-0.776904627,,1.328995407,1.291022309,1.621250257,1.407640036,1.520739557,1.7268485,0.019693654,0.015317287,0,1.494930694,0.12039312,0,0.108945071,0.587614058
2p,LAML,1.448329637,3.862853387,2.903487533,0.015614,1.061375086,-4.363500055,1.719742283,,1.02014136,1.564255058,,,,0.019693654,0.015317287,1.425134873,-0.996620463,0.12039312,0,0.25170281,0.262120054
2p,LGG,1.577379317,1.308549764,1.453165335,0.06861725,1.572187774,-1.386595416,1.301328262,1.781661142,,,1.568125148,1.910459293,1.760617679,0.019693654,0.015317287,0.445354648,,0.12039312,0,0.429359816,0.30950422
2p,LIHC,1.372773098,2.529181201,2.215266893,0.0404195,1.983693506,-3.233637958,0.476950667,1.909304287,0.969328992,1.551152104,2.213472104,1.984419912,1.97807327,0.019693654,0.015317287,1.736883126,-0.996620463,0.12039312,0,0.519199528,0.427833284
2p,LUAD,1.566310202,1.136151021,1.574756728,0.1171835,0.600165768,-0.713057823,1.12077712,,0.59081696,0.648435572,,,,0.019693654,0.015317287,-0.178141859,0,0.12039312,0,0.006541558,0.386706458
2p,LUSC,1.566310202,1.136151021,1.574756728,0.1171835,0.600165768,-0.713057823,1.12077712,,0.59081696,0.648435572,,,,0.019693654,0.015317287,-0.178141859,0,0.12039312,1,0.006541558,0.980710836
2p,OV,1.080387321,0.947055151,0.854584767,0.112264,1.95250886,-2.319247448,0.279220762,0.890182411,0.77545905,1.237003257,2.04434542,,,0.019693654,0.015317287,0.222677324,-0.498310231,0.12039312,0,0.374503523,0.41623218
2p,PAAD,1.518136501,1.339697061,2.045320988,,1.231993546,-1.99619301,,,0.768735064,1.299922582,,,,0.019693654,0.015317287,0.846173831,-0.996620463,0.12039312,0,0.722474786,0.552831133
2p,PRAD,1.433444961,0.016846244,0.983445369,0.069941,1.742673009,-0.775341977,0.519378013,,3.648444145,1.940174541,,,,0.019693654,0.015317287,-0.445354648,-0.498310231,0.12039312,0,0.26727051,0.749157608
2p,SKCM,1.634590277,1.399753661,2.103311447,0.10127975,0.48492219,-1.789712474,0.469610941,,0.929578884,1.34669655,,,,0.019693654,0.015317287,0.378551451,-0.249155061,0.12039312,0,0.279603999,0.582229495
2p,STAD,1.510137431,0.494962546,1.587750023,0.079179,1.586980765,-0.851969271,,,,,,,,0.019693654,0.015317287,-0.222677324,,0.12039312,0,0.310572867,0.586150846
2p,TGCT,2.60068655,2.476161451,4.52429447,0.1277395,0.927566646,-6.441264476,1.325230139,2.161012503,,,1.441350924,1.910779127,2.039907594,0.019693654,0.015317287,2.850269745,,0.12039312,0,0.642148155,0.378242208
2p,THYM,1.146642527,0.405933569,0.830965796,0.038279,0.158846367,-1.683581057,0.323475295,,2.017483452,,,,,0.019693654,0.015317287,-0.222677324,0.498310231,0.12039312,0,0.150625849,0.311952455
2p,UCEC,0.803458357,0,0,0.103097,2.125577995,-1.940461865,0.194244914,,1.426005039,1.471951783,,,,0.019693654,0.015317287,-0.133606394,0.24915517,0.12039312,1,0.707663048,0.496995404
2p,UCS,0.803458357,0,0,0.103097,2.125577995,-1.940461865,0.194244914,,1.426005039,1.471951783,,,,0.019693654,0.015317287,-0.133606394,0.24915517,0.12039312,0,0.707663048,0.543611148
16q,ACC,1.500027266,1.70148597,1.51093876,,1.481234258,-2.972966702,,,,,,,,0.028011204,0.008403361,0.167365622,,0.115625,1,0.198306888,0.704719693
16q,BLCA,1.187398043,0,0,,,-1.36162371,,,1.268495504,2.679597644,,,,0.028011204,0.008403361,-0.334731244,0,0.115625,0,0.319694791,0.36937574
16q,BRCA,1.478566229,0.359520485,0.803819264,0.091162,1.685012308,-0.766787329,0.40357003,,1.243559612,1.205564531,,,,0.028011204,0.008403361,-0.223154162,0.694938495,0.115625,-1,0.405944845,0.310906768
16q,CESC,1.32848847,-0.012482475,0.664222036,,,-2.421087901,,,,,,,,0.028011204,0.008403361,-0.390519784,,0.115625,0,0.286018652,0.421095789
16q,COAD,1.330408314,0.559475722,1.133464676,0.045877,1.223217552,-1.10226345,0.334800986,,1.031773917,1.345425463,,,,0.028011204,0.008403361,-0.167365622,-0.347469307,0.115625,0,0.535652953,0.54842931
16q,ESCA,1.055538256,0.398950646,0.284798535,0.0348625,0.661459497,-1.085920562,0.462829313,,0.789975793,0.999478478,,,,0.028011204,0.008403361,-0.334731244,-0.694938614,0.115625,0,0.072282983,0.247914166
16q,GBM,1.374984794,1.280533691,1.612862698,0.0721655,1.720039619,-1.683640224,0.993656709,1.771835023,,,1.635036606,1.901758745,1.703878565,0.028011204,0.008403361,0.334731244,,0.115625,-1,0.511618947,0.302845233
16q,KICH,1.564476377,1.063337493,2.09156025,,,-1.427775754,,1.436050577,1.039105944,1.432259917,1.514245004,1.746490458,1.640087426,0.028011204,0.008403361,0.362625514,0.694938495,0.115625,0,0.408579973,0.579300796
16q,KIRC,1.564476377,1.063337493,2.09156025,,,-1.427775754,,1.436050577,1.039105944,1.432259917,1.514245004,1.746490458,1.640087426,0.028011204,0.008403361,0.362625514,0.694938495,0.115625,1,0.408579973,0.670822035
16q,KIRP,1.564476377,1.063337493,2.09156025,,,-1.427775754,,1.436050577,1.039105944,1.432259917,1.514245004,1.746490458,1.640087426,0.028011204,0.008403361,0.362625514,0.694938495,0.115625,1,0.408579973,0.675890431
16q,LAML,1.01327081,3.826457638,3.308996134,0.0428445,1.107960515,-6.688902081,1.765371718,,1.515809509,1.581007873,,,,0.028011204,0.008403361,2.566272867,0.694938495,0.115625,0,0.599986287,0.263194236
16q,LGG,1.374984794,1.280533691,1.612862698,0.0721655,1.720039619,-1.683640224,0.993656709,1.771835023,,,1.635036606,1.901758745,1.703878565,0.028011204,0.008403361,0.334731244,,0.115625,0,0.511618947,0.173831321
16q,LIHC,1.6878995,2.457357606,2.802115603,0.098119,1.892429362,-5.737521831,0.529278117,1.992225566,1.295788916,1.773573589,2.243926636,1.996376914,2.017365675,0.028011204,0.008403361,2.287330164,0,0.115625,-1,0.777787064,0.502890758
16q,LUAD,1.522405656,1.124942251,1.652443215,0.111527,0.829406318,-1.004389108,1.622842165,,0.555012543,0.685949996,,,,0.028011204,0.008403361,-0.334731244,-0.694938614,0.115625,0,0.134147412,0.332217991
16q,LUSC,1.522405656,1.124942251,1.652443215,0.111527,0.829406318,-1.004389108,1.622842165,,0.555012543,0.685949996,,,,0.028011204,0.008403361,-0.334731244,-0.694938614,0.115625,-1,0.134147412,0.380995524
16q,OV,1.091270697,1.012910533,0.32864771,0.096806,1.837512307,-2.277353456,0.331735252,0.993399298,0.705772787,1.132784054,1.828628826,,,0.028011204,0.008403361,-0.111577081,-0.694938614,0.115625,-1,0.111398496,0.110427236
16q,PAAD,1.266304925,1.467705915,1.853425258,,1.252414957,-2.186179658,,,0.912729761,1.571280052,,,,0.028011204,0.008403361,0.613673947,-1.042407921,0.115625,0,0.647245614,0.768784616
16q,PRAD,1.359521759,0.446425718,0.920644396,0.0701835,1.580153437,-1.321870076,0.643671747,,2.850669155,1.811420926,,,,0.028011204,0.008403361,-0.334731244,1.042407802,0.115625,-1,0.587945556,0.43849006
16q,SKCM,2.302295286,1.778059628,2.647648894,0.1094855,0.472182047,-2.68781256,0.433512211,,0.849176045,1.294653965,,,,0.028011204,0.008403361,0.557885406,-1.042407921,0.115625,-1,0.396905061,0.469554302
16q,STAD,1.266304925,0.511457604,1.572985283,0.069713,1.542564978,-1.812560691,,,,,,,,0.028011204,0.008403361,0,,0.115625,-1,0.524941288,0.538949333
16q,TGCT,2.837746637,2.652844184,4.375576215,0.153255,1.106206861,-4.072116954,0.882393169,2.046611054,,,1.4386145,1.90507417,2.039085855,0.028011204,0.008403361,2.84521557,,0.115625,0,0.746566539,0.279220206
16q,THYM,1.305757875,0.155365046,1.216801009,0.0549425,0.137371017,-1.357217092,0.341881741,,1.232829704,,,,,0.028011204,0.008403361,0.055788541,0,0.115625,-1,0.551986871,0.465124193
16q,UCEC,1.162503317,0.116746831,0,0.0997585,2.278104345,-1.623621891,0.237000833,,1.630683366,1.289163845,,,,0.028011204,0.008403361,-0.446308325,1.389877109,0.115625,-1,0.057255416,0.749271985
16q,UCS,1.162503317,0.116746831,0,0.0997585,2.278104345,-1.623621891,0.237000833,,1.630683366,1.289163845,,,,0.028011204,0.008403361,-0.446308325,1.389877109,0.115625,-1,0.057255416,0.410114433
2q,ACC,1.574234261,1.290797906,1.781727404,,1.614223662,-1.908504199,,,,,,,,0.019257221,0.013755158,0.09330859,,0.062305296,0,0.169710715,0.270060348
2q,BLCA,1.209338662,0,0.578839252,,,-1.012069474,,,1.106983519,2.155947796,,,,0.019257221,0.013755158,-0.653160127,-0.204154938,0.062305296,0,0.642104411,0.278016921
2q,BRCA,1.430519699,0.182597973,0.984958409,0.09798525,1.682935637,-0.592557769,0.290394738,,1.194919107,1.043638892,,,,0.019257221,0.013755158,-0.590954401,0,0.062305296,0,0.372998493,0.475641603
2q,CESC,0.959891513,-0.08055446,0.15577894,,,-1.253586851,,,,,,,,0.019257221,0.013755158,-0.373234358,,0.062305296,0,0.533712886,0.304442519
2q,COAD,1.377356323,0.678129104,1.218493433,0.08137875,1.269924172,-1.242361086,0.33232789,,1.120352279,1.354419968,,,,0.019257221,0.013755158,-0.108860021,0.204155081,0.062305296,0,0.508895693,0.764489719
2q,ESCA,1.110802223,0.50758287,0,0.0581325,0.617852434,-1.166523371,0.33122877,,1.096503108,1.398581963,,,,0.019257221,0.013755158,-0.373234358,0.204155081,0.062305296,0,0.553583269,0.514288414
2q,GBM,1.42315081,1.32354683,1.43592585,0.081913375,1.624992837,-1.797434351,1.286792437,1.813769119,,,1.648114007,1.948949755,1.859512192,0.019257221,0.013755158,0.404337222,,0.062305296,0,0.563536668,0.463709298
2q,KICH,1.653133174,0.996607584,1.999978439,,,-1.856760773,,1.238268773,1.464832136,1.561697263,2.020298699,1.71366088,1.930320129,0.019257221,0.013755158,0.466542948,0.408310019,0.062305296,-1,0.431398367,0.548740014
2q,KIRC,1.653133174,0.996607584,1.999978439,,,-1.856760773,,1.238268773,1.464832136,1.561697263,2.020298699,1.71366088,1.930320129,0.019257221,0.013755158,0.466542948,0.408310019,0.062305296,1,0.431398367,0.560792569
2q,KIRP,1.653133174,0.996607584,1.999978439,,,-1.856760773,,1.238268773,1.464832136,1.561697263,2.020298699,1.71366088,1.930320129,0.019257221,0.013755158,0.466542948,0.408310019,0.062305296,1,0.431398367,0.665979131
2q,LAML,0.994704867,3.816555959,3.148010848,0.0501375,1.075076317,-5.375388478,2.567523303,,1.02490716,1.472263005,,,,0.019257221,0.013755158,1.897274655,-0.204154938,0.062305296,0,0.578787755,0.321449317
2q,LGG,1.42315081,1.32354683,1.43592585,0.081913375,1.624992837,-1.797434351,1.286792437,1.813769119,,,1.648114007,1.948949755,1.859512192,0.019257221,0.013755158,0.404337222,,0.062305296,0,0.563536668,0.545906519
2q,LIHC,1.556623509,2.557678817,2.482784212,0.068431,2.044424836,-2.897072652,0.790624853,1.804704138,1.557357331,1.334244689,2.217214429,1.987221646,1.963178702,0.019257221,0.013755158,1.244114528,0.612464958,0.062305296,0,0.258981918,0.321142839
2q,LUAD,1.791749428,1.429715911,1.968316287,0.1329365,0.832464267,-0.767420519,1.697851179,,0.693548952,0.620627426,,,,0.019257221,0.013755158,-0.062205726,0,0.062305296,0,0.21560601,0.613428494
2q,LUSC,1.791749428,1.429715911,1.968316287,0.1329365,0.832464267,-0.767420519,1.697851179,,0.693548952,0.620627426,,,,0.019257221,0.013755158,-0.062205726,0,0.062305296,0,0.21560601,0.598813848
2q,OV,1.118634955,1.101817846,1.066074567,0.103417,1.849682492,-1.921069998,0.14479404,0.804111826,0.875556927,1.129475399,1.701500133,,,0.019257221,0.013755158,0.342131495,0.204155081,0.062305296,0,0.482126203,0.556542194
2q,PAAD,1.574234261,1.68565644,2.029588818,,1.343296498,-2.228536398,,,0.943625947,1.505546562,,,,0.019257221,0.013755158,0.528748674,-0.204154938,0.062305296,0,0.583694817,0.828938195
2q,PRAD,1.432678529,0.325516853,1.242669756,0.0859995,1.660376966,-0.726163646,0.705832971,,2.57328484,1.904346515,,,,0.019257221,0.013755158,-0.404337222,-0.612464815,0.062305296,0,0.474354882,0.469586709
2q,SKCM,2.016040354,1.663430509,2.279545937,0.0847935,0.529907788,-1.158015037,0.491110459,,1.088149316,1.306807253,,,,0.019257221,0.013755158,0.171065748,1.020774835,0.062305296,0,0.168825479,0.335315986
2q,STAD,1.545113093,0.476443815,1.530008392,0.088906,1.421580625,-1.062844622,,,,,,,,0.019257221,0.013755158,-0.217720042,,0.062305296,0,0.442665908,0.782805074
2q,TGCT,2.580244145,2.66766753,4.863479532,0.149285,1.036691117,-3.596375805,0.891243884,2.102627747,,,1.285769281,1.899116091,2.040945648,0.019257221,0.013755158,2.830360551,,0.062305296,0,0.125609382,0.233245198
