Instance,Num PPIs,Num elevated PPIs,Num tissue-specific PPIs,Differential PPIs,Gene eQTL,Paralogs compensation,Process activity,Development variations,Essentiality score (CRISPR),RNAi essentiality score,Fetus development,Childhood development,Young development,Tumor suppressor gene density,Oncogene density,Tissue-specific gene density,CRISPR essential gene density,Essential gene density (Nichols),Normal tissue expression,TCGA expression
STAD-7q,-0.053547107680939086,-0.014448539868620753,-0.019750041655967353,-0.010079913458634848,0.0121359511340474,0.2018112636454984,-0.009497581210637816,0.0014333153387835408,-0.012990226831015422,-0.020804938022047678,-0.026838568596533326,0.013581472944570992,0.0025879964499331562,-0.2550205498699078,-0.7427579547112373,-0.07195673094235622,0.028509709277021657,-0.024762970856750766,-0.04375551136357012,-0.11642681741582428
TGCT-7q,0.3694861504721398,-0.25923521600758614,0.09836023398825776,0.14181990700003863,-0.03641013919362569,-0.14829478173105698,-0.9731293654275025,0.0365062094690984,-0.0059593130128575205,-0.057897037154304144,0.26104962956252653,-0.6659546928251053,0.017809593952667856,-0.24899620571832526,-0.6754004082088422,0.07962778868138264,-0.0219653209553862,-0.049617066200557704,-0.11766328224721648,-0.007570254305911988
THYM-7q,-0.050501146860414556,0.03392349544731313,0.012093800208994391,-0.004970393155175339,-0.6198648497055155,-0.2590127291624754,-0.0726443805579737,0.0036609236408279007,-0.021363105123091967,-0.047525475055218626,-0.042870574443550656,0.01490159232342892,0.00308977332848891,-0.27593239956290877,-0.8292116899869518,0.021115234008746583,0.00875872508787604,-0.0029939544254305077,-0.006892992781205185,-0.08550370244219825
UCEC-7q,0.07623197814113115,0.029975761469593305,0.04331382400381339,0.01462586713559716,-0.15102854510249325,0.10093139024358355,-0.11923232724165805,0.001289751385629714,0.0046329906274968835,-0.016249890952419077,-0.0396176185246313,0.015282757260223523,0.002663534320148165,-0.3185979418622999,-0.9807229308368391,-0.018098457472345914,0.026139796339931656,-0.16265045160167158,0.01841326898128762,-0.03787050264419817
UCS-7q,0.07623197814113115,0.025675544955577778,0.04331382400381339,0.01980632881075934,-0.03492733484520191,0.030526125898081853,-0.11923232724165805,0.001289751385629714,0.0046329906274968835,-0.020657108241141968,-0.0396176185246313,0.013962637881365593,0.002663534320148165,-0.3185979418622999,-0.9195347646424941,-0.018098457472345914,0.026139796339931656,-0.16265045160167158,0.01841326898128762,-0.01847408177086175
ACC-12p,-0.030964369357841706,-0.06466304566999773,-0.015288251292595034,-0.06918950138807813,0.07120302109180425,-0.3001712927895481,0.008372219022862155,0.011445635764947119,-0.011374350102719767,-0.053139862797783495,-0.01819108234899444,0.016037844072034756,-0.00037966190001144124,0.1898026887976263,-1.3341689926508737,0.05274385217843625,-0.0039374452784855,-0.24013126759050232,-0.11809495400554522,-0.0017113787525676898
BLCA-12p,-0.02333772257673683,0.1158603796507985,0.0724438219139627,-0.06373070071381587,0.006635536462681599,-0.1641056949695821,-0.01653857073215861,0.008657852655095107,0.010210137636302503,0.2888263477499017,-0.039197634843516474,0.011264479378884158,-0.0007647445620028998,0.28705724024071755,-1.428936163702356,0.19475688995723464,-0.061202065396273785,-0.3126102794404249,0.08919095060572291,0.04024817772227843
BRCA-12p,-0.021617314332442135,0.03181300558222704,0.002959897218827023,-0.03733494533682345,0.14043535965473086,0.1939967771486877,-0.02739782898015456,0.011581081324830569,0.008782734266708364,-0.037324057720686796,-0.031033452748761504,0.007888302568874619,-0.0011909835703436441,0.20768662573629293,-1.3983829892657875,-0.05758327130491174,0.002950640986335256,-0.29162374041850075,-0.10959221668295178,0.08805706491882483
CESC-12p,0.04969618179006876,0.1586776271295692,0.07242607615250907,-0.06375259028791153,-0.0013597865489428955,-0.3073673167074468,-0.0007620060749323568,0.010739125348583917,-0.023426894549549843,-0.059017261295257674,-0.043909451043781536,0.010578524928226113,0.002911008024322273,0.1971702724831797,-1.4086073154117755,-0.06470903090780553,-0.007207873721621308,-0.25636116827981004,0.042903974021832464,0.0024774255394363707
COAD-12p,-0.019616459802729178,-0.010714471152700685,0.007140020404162712,-0.018963304964413008,0.00040803775418899135,0.22843662340824017,-0.0019271009885475792,0.01252516550770572,-0.022701609525593212,-0.031945078739480506,-0.03375565223736693,0.009639570486162784,0.002409231145766519,0.2293728620559797,-1.2664136844409764,-0.014732038739141775,0.016327992770634334,-0.21405648475414774,0.05258911913888738,-0.07563910078922798
